aluno_id,escola,serie,turno,idade,sexo,renda_familiar,escolaridade_pais,acesso_internet,frequencia_pct,nota_matematica,nota_portugues,nota_media_geral
ALU-01739,Escola Delta,3º Médio,Manhã,17,M,2-3 SM,Superior Completo,1,91.9,73.5,64.5,69.0
ALU-01740,Escola Delta,3º Médio,Manhã,17,F,Até 1 SM,Médio Completo,0,91.5,51.2,40.4,45.8
ALU-01741,Escola Delta,3º Médio,Manhã,18,F,Até 1 SM,Pós-graduação,1,91.5,94.5,77.6,86.1
ALU-01742,Escola Delta,3º Médio,Manhã,17,M,1-2 SM,Fundamental Incompleto,1,95.4,43.0,52.1,47.6
ALU-01743,Escola Delta,3º Médio,Manhã,18,M,2-3 SM,,1,80.3,74.3,62.5,68.4
ALU-01744,Escola Delta,3º Médio,Manhã,17,F,,Pós-graduação,1,84.5,71.4,72.9,72.2
ALU-01745,Escola Delta,3º Médio,Manhã,17,M,3-5 SM,Superior Completo,0,94.8,61.6,78.2,69.9
ALU-01746,Escola Delta,3º Médio,Manhã,17,M,2-3 SM,Fundamental Incompleto,1,62.3,32.4,41.8,37.1
ALU-01747,Escola Delta,3º Médio,Manhã,17,F,1-2 SM,Superior Completo,1,71.1,60.7,48.0,54.4
ALU-01748,Escola Delta,3º Médio,Manhã,17,M,Até 1 SM,Fundamental Completo,1,100.0,68.9,37.4,53.1
ALU-01749,Escola Delta,3º Médio,Manhã,18,F,1-2 SM,Fundamental Completo,1,81.9,47.4,50.5,49.0
ALU-01750,Escola Delta,3º Médio,Manhã,17,F,1-2 SM,Fundamental Incompleto,1,100.0,41.9,77.5,59.7
ALU-01751,Escola Delta,3º Médio,Manhã,17,M,Até 1 SM,Fundamental Completo,1,86.0,45.1,50.8,47.9
ALU-01752,Escola Delta,3º Médio,Manhã,17,F,2-3 SM,Médio Completo,1,56.7,38.2,51.4,44.8
ALU-01753,Escola Delta,3º Médio,Manhã,18,F,1-2 SM,Médio Completo,0,91.6,82.0,75.6,78.8
ALU-01754,Escola Delta,3º Médio,Manhã,17,F,1-2 SM,Fundamental Completo,1,100.0,49.0,69.5,59.3
ALU-01755,Escola Delta,3º Médio,Manhã,17,M,1-2 SM,Fundamental Completo,1,91.9,75.4,70.9,73.2
ALU-01756,Escola Delta,3º Médio,Manhã,18,F,Até 1 SM,Fundamental Incompleto,1,84.8,76.2,61.7,69.0
ALU-01757,Escola Delta,3º Médio,Manhã,17,F,2-3 SM,Superior Completo,1,100.0,60.0,71.5,65.8
ALU-01758,Escola Delta,3º Médio,Manhã,17,F,1-2 SM,Fundamental Completo,0,100.0,57.7,36.5,47.1
ALU-01759,Escola Delta,3º Médio,Manhã,18,M,1-2 SM,Médio Completo,1,95.4,52.4,58.7,55.6
ALU-01760,Escola Delta,3º Médio,Manhã,17,M,Até 1 SM,Médio Completo,1,83.1,39.9,66.6,53.2
ALU-01761,Escola Delta,3º Médio,Manhã,17,F,,Fundamental Completo,1,90.5,62.0,46.1,54.1
ALU-01762,Escola Delta,3º Médio,Manhã,18,M,5+ SM,Médio Completo,1,91.1,64.1,71.9,68.0
ALU-01763,Escola Delta,3º Médio,Manhã,17,M,,Médio Completo,0,91.7,58.0,56.0,57.0
ALU-01764,Escola Delta,3º Médio,Manhã,17,M,,Fundamental Incompleto,1,78.9,52.7,83.8,68.3
ALU-01765,Escola Delta,3º Médio,Manhã,17,M,5+ SM,Médio Completo,1,74.0,52.0,57.1,54.6
ALU-01766,Escola Delta,3º Médio,Manhã,18,F,1-2 SM,Médio Completo,1,100.0,65.2,74.0,69.6
ALU-01767,Escola Delta,3º Médio,Manhã,18,F,3-5 SM,Fundamental Completo,1,76.2,59.4,44.5,52.0
ALU-01768,Escola Delta,3º Médio,Tarde,18,M,3-5 SM,Superior Completo,1,97.8,75.2,80.3,77.8
ALU-01769,Escola Delta,3º Médio,Tarde,17,F,1-2 SM,Superior Completo,1,75.0,58.0,85.5,71.7
ALU-01770,Escola Delta,3º Médio,Tarde,18,M,,Médio Completo,1,82.5,53.9,71.1,62.5
ALU-01771,Escola Delta,3º Médio,Tarde,17,F,3-5 SM,Fundamental Completo,0,88.8,58.8,69.4,64.1
ALU-01772,Escola Delta,3º Médio,Tarde,17,M,5+ SM,Superior Completo,0,87.4,62.0,72.0,67.0
ALU-01773,Escola Delta,3º Médio,Tarde,17,F,Até 1 SM,Médio Completo,0,92.1,61.5,71.3,66.4
ALU-01774,Escola Delta,3º Médio,Tarde,18,M,2-3 SM,Médio Completo,1,90.9,61.0,57.6,59.3
ALU-01775,Escola Delta,3º Médio,Tarde,18,F,2-3 SM,Superior Completo,0,85.5,44.2,34.1,39.2
ALU-01776,Escola Delta,3º Médio,Tarde,18,M,1-2 SM,Fundamental Incompleto,1,78.6,66.4,68.0,67.2
ALU-01777,Escola Delta,3º Médio,Tarde,18,M,3-5 SM,Fundamental Incompleto,1,82.8,83.6,81.5,82.5
ALU-01778,Escola Delta,3º Médio,Tarde,18,M,5+ SM,Médio Completo,0,85.2,70.2,54.7,62.5
ALU-01779,Escola Delta,3º Médio,Tarde,18,F,5+ SM,Médio Completo,1,58.7,64.3,50.4,57.3
ALU-01780,Escola Delta,3º Médio,Tarde,18,M,2-3 SM,Superior Completo,1,96.6,56.5,72.5,64.5
ALU-01781,Escola Delta,3º Médio,Tarde,18,M,1-2 SM,Superior Completo,1,93.8,66.4,57.5,61.9
ALU-01782,Escola Delta,3º Médio,Tarde,18,M,3-5 SM,Médio Completo,0,98.8,74.6,45.1,59.8
ALU-01783,Escola Delta,3º Médio,Tarde,17,F,Até 1 SM,Fundamental Incompleto,1,84.5,63.6,68.0,65.8
ALU-01784,Escola Delta,3º Médio,Tarde,18,M,2-3 SM,Médio Completo,1,93.4,51.8,55.3,53.5
ALU-01785,Escola Delta,3º Médio,Tarde,18,F,Até 1 SM,Fundamental Incompleto,1,84.3,66.2,69.4,67.8
ALU-01786,Escola Delta,3º Médio,Tarde,18,M,2-3 SM,Médio Completo,0,97.3,49.7,53.6,51.6
ALU-01787,Escola Delta,3º Médio,Tarde,18,F,Até 1 SM,Médio Completo,0,91.2,40.5,57.0,48.8
ALU-01788,Escola Delta,3º Médio,Tarde,17,M,1-2 SM,Fundamental Incompleto,1,77.7,45.7,80.4,63.1
ALU-01789,Escola Delta,3º Médio,Tarde,18,M,5+ SM,Médio Completo,1,87.4,62.9,76.7,69.8
ALU-01790,Escola Delta,3º Médio,Tarde,17,M,1-2 SM,Fundamental Completo,1,79.9,68.0,76.1,72.0
ALU-01791,Escola Delta,3º Médio,Tarde,18,F,5+ SM,Superior Completo,1,93.8,71.1,75.3,73.2
ALU-01792,Escola Delta,3º Médio,Tarde,18,M,3-5 SM,Superior Completo,0,80.0,76.3,70.1,73.2
ALU-01793,Escola Delta,3º Médio,Tarde,17,F,2-3 SM,Superior Completo,1,77.9,56.1,82.7,69.4
ALU-01794,Escola Delta,3º Médio,Tarde,18,F,2-3 SM,Pós-graduação,1,73.7,45.9,55.8,50.8
ALU-01795,Escola Delta,3º Médio,Tarde,17,M,,Médio Completo,1,92.8,67.6,69.7,68.7
ALU-01796,Escola Delta,3º Médio,Tarde,17,F,2-3 SM,Fundamental Completo,1,68.2,47.2,58.2,52.7
ALU-01797,Escola Delta,3º Médio,Tarde,17,M,2-3 SM,Fundamental Completo,1,90.4,64.4,46.2,55.3
ALU-01798,Escola Delta,3º Médio,Tarde,18,M,1-2 SM,Fundamental Incompleto,1,100.0,78.3,75.7,77.0
ALU-01799,Escola Epsilon,6º Ano,Manhã,17,F,Até 1 SM,Superior Completo,1,90.2,55.9,66.9,61.4
ALU-01800,Escola Epsilon,6º Ano,Manhã,16,F,5+ SM,Médio Completo,0,71.7,74.6,52.6,63.6
ALU-01801,Escola Epsilon,6º Ano,Manhã,16,F,5+ SM,Médio Completo,0,89.2,53.6,49.6,51.6
ALU-01802,Escola Epsilon,6º Ano,Manhã,18,M,1-2 SM,Médio Completo,1,87.8,50.2,52.9,51.5
ALU-01803,Escola Epsilon,6º Ano,Manhã,18,F,Até 1 SM,,1,79.1,41.1,64.5,52.8
ALU-01804,Escola Epsilon,6º Ano,Manhã,16,M,2-3 SM,Médio Completo,1,71.3,43.8,43.2,43.5
ALU-01805,Escola Epsilon,6º Ano,Manhã,18,M,5+ SM,Fundamental Completo,0,93.8,42.1,53.2,47.6
ALU-01806,Escola Epsilon,6º Ano,Manhã,16,F,2-3 SM,Superior Completo,0,77.2,72.2,100.0,86.1
ALU-01807,Escola Epsilon,6º Ano,Manhã,17,F,1-2 SM,Médio Completo,1,82.7,53.6,67.2,60.4
ALU-01808,Escola Epsilon,6º Ano,Manhã,16,F,3-5 SM,Médio Completo,1,75.5,81.5,64.0,72.7
ALU-01809,Escola Epsilon,6º Ano,Manhã,16,M,2-3 SM,Fundamental Incompleto,1,77.2,72.5,64.2,68.3
ALU-01810,Escola Epsilon,6º Ano,Manhã,17,M,1-2 SM,Superior Completo,1,89.6,81.0,73.6,77.3
ALU-01811,Escola Epsilon,6º Ano,Manhã,16,F,2-3 SM,Fundamental Completo,1,73.3,44.1,42.5,43.3
ALU-01812,Escola Epsilon,6º Ano,Manhã,18,M,2-3 SM,Fundamental Completo,1,87.8,46.0,63.7,54.9
ALU-01813,Escola Epsilon,6º Ano,Manhã,16,F,1-2 SM,Médio Completo,1,82.6,78.3,69.1,73.7
ALU-01814,Escola Epsilon,6º Ano,Manhã,16,F,Até 1 SM,Fundamental Incompleto,0,74.5,43.8,16.4,30.1
ALU-01815,Escola Epsilon,6º Ano,Manhã,16,M,2-3 SM,Pós-graduação,1,74.5,53.7,41.9,47.8
ALU-01816,Escola Epsilon,6º Ano,Manhã,16,M,1-2 SM,Médio Completo,0,80.4,55.2,54.0,54.6
ALU-01817,Escola Epsilon,6º Ano,Manhã,18,F,3-5 SM,Fundamental Completo,1,88.4,71.8,72.3,72.1
ALU-01818,Escola Epsilon,6º Ano,Manhã,18,F,Até 1 SM,Fundamental Incompleto,1,78.8,59.3,73.8,66.6
ALU-01819,Escola Epsilon,6º Ano,Manhã,17,F,1-2 SM,Fundamental Incompleto,1,79.8,52.0,72.2,62.1
ALU-01820,Escola Epsilon,6º Ano,Manhã,16,F,1-2 SM,Médio Completo,1,78.3,73.9,72.6,73.2
ALU-01821,Escola Epsilon,6º Ano,Manhã,16,F,2-3 SM,Médio Completo,1,82.0,49.0,46.7,47.8
ALU-01822,Escola Epsilon,6º Ano,Manhã,17,F,2-3 SM,Fundamental Completo,1,93.0,42.5,66.0,54.3
ALU-01823,Escola Epsilon,6º Ano,Manhã,17,F,Até 1 SM,Médio Completo,1,82.9,55.7,57.8,56.7
ALU-01824,Escola Epsilon,6º Ano,Manhã,18,M,2-3 SM,Médio Completo,1,77.2,62.4,55.1,58.7
ALU-01825,Escola Epsilon,6º Ano,Manhã,17,F,Até 1 SM,Fundamental Completo,1,91.6,89.5,60.9,75.2
ALU-01826,Escola Epsilon,6º Ano,Manhã,17,F,1-2 SM,Superior Completo,1,68.2,51.7,41.3,46.5
ALU-01827,Escola Epsilon,6º Ano,Manhã,18,M,3-5 SM,Pós-graduação,0,74.2,41.4,61.4,51.4
ALU-01828,Escola Epsilon,6º Ano,Manhã,16,M,2-3 SM,Fundamental Completo,1,88.8,43.2,65.9,54.5
ALU-01829,Escola Epsilon,6º Ano,Manhã,18,M,3-5 SM,Superior Completo,1,79.6,63.7,84.9,74.3
ALU-01830,Escola Epsilon,6º Ano,Manhã,17,F,2-3 SM,Fundamental Completo,1,69.8,38.1,40.3,39.2
ALU-01831,Escola Epsilon,6º Ano,Manhã,17,F,2-3 SM,Fundamental Completo,1,85.3,56.0,32.6,44.3
ALU-01832,Escola Epsilon,6º Ano,Manhã,17,M,1-2 SM,Fundamental Incompleto,1,100.0,52.1,54.5,53.3
ALU-01833,Escola Epsilon,6º Ano,Manhã,16,F,3-5 SM,Médio Completo,1,83.3,72.4,66.5,69.5
ALU-01834,Escola Epsilon,6º Ano,Manhã,18,F,2-3 SM,Fundamental Incompleto,1,78.0,73.5,57.2,65.4
ALU-01835,Escola Epsilon,6º Ano,Tarde,18,F,2-3 SM,Fundamental Incompleto,1,83.2,63.3,64.5,63.9
ALU-01836,Escola Epsilon,6º Ano,Tarde,16,F,2-3 SM,Superior Completo,1,75.6,85.0,59.9,72.4
ALU-01837,Escola Epsilon,6º Ano,Tarde,16,F,2-3 SM,Médio Completo,1,96.4,65.4,69.6,67.5
ALU-01838,Escola Epsilon,6º Ano,Tarde,18,M,1-2 SM,Médio Completo,1,92.9,54.6,68.2,61.4
ALU-01839,Escola Epsilon,6º Ano,Tarde,16,M,1-2 SM,Médio Completo,0,78.1,32.2,67.1,49.7
ALU-01840,Escola Epsilon,6º Ano,Tarde,18,M,5+ SM,Fundamental Incompleto,1,80.4,73.7,73.2,73.5
ALU-01841,Escola Epsilon,6º Ano,Tarde,16,M,2-3 SM,Médio Completo,1,92.2,50.4,79.7,65.0
ALU-01842,Escola Epsilon,6º Ano,Tarde,16,M,Até 1 SM,Fundamental Incompleto,1,83.5,52.6,50.5,51.6
ALU-01843,Escola Epsilon,6º Ano,Tarde,16,M,Até 1 SM,Médio Completo,1,72.4,34.3,39.1,36.7
ALU-01844,Escola Epsilon,6º Ano,Tarde,18,M,,Superior Completo,1,76.2,43.3,82.1,62.7
ALU-01845,Escola Epsilon,6º Ano,Tarde,18,F,1-2 SM,Fundamental Incompleto,1,79.4,76.0,61.2,68.6
ALU-01846,Escola Epsilon,6º Ano,Tarde,16,F,5+ SM,Fundamental Completo,1,89.7,62.0,71.5,66.8
ALU-01847,Escola Epsilon,6º Ano,Tarde,16,F,1-2 SM,Superior Completo,0,100.0,62.5,62.9,62.7
ALU-01848,Escola Epsilon,6º Ano,Tarde,16,M,5+ SM,Fundamental Incompleto,1,100.0,66.2,70.8,68.5
ALU-01849,Escola Epsilon,6º Ano,Tarde,16,F,Até 1 SM,Fundamental Incompleto,1,100.0,61.6,66.3,63.9
ALU-01850,Escola Epsilon,6º Ano,Tarde,17,F,5+ SM,Fundamental Completo,1,81.4,65.2,48.8,57.0
ALU-01851,Escola Epsilon,6º Ano,Tarde,18,F,2-3 SM,Superior Completo,1,91.4,88.1,56.6,72.4
ALU-01852,Escola Epsilon,6º Ano,Tarde,17,F,1-2 SM,Fundamental Completo,1,83.8,37.7,46.0,41.9
ALU-01853,Escola Epsilon,6º Ano,Tarde,16,F,3-5 SM,Pós-graduação,0,90.2,95.4,92.2,93.8
ALU-01854,Escola Epsilon,6º Ano,Tarde,18,M,2-3 SM,Fundamental Completo,1,79.7,65.6,76.7,71.2
ALU-01855,Escola Epsilon,6º Ano,Tarde,17,M,1-2 SM,Médio Completo,0,93.3,44.3,47.3,45.8
ALU-01856,Escola Epsilon,6º Ano,Tarde,18,M,3-5 SM,Superior Completo,0,86.3,54.4,78.9,66.7
ALU-01857,Escola Epsilon,6º Ano,Tarde,17,F,2-3 SM,Médio Completo,1,63.1,43.8,55.9,49.8
ALU-01858,Escola Epsilon,6º Ano,Tarde,17,M,1-2 SM,Médio Completo,0,81.2,64.6,21.8,43.2
ALU-01859,Escola Epsilon,6º Ano,Tarde,16,F,,Médio Completo,0,77.2,65.4,63.2,64.3
ALU-01860,Escola Epsilon,6º Ano,Tarde,16,M,2-3 SM,Fundamental Incompleto,1,91.0,58.1,68.2,63.1
ALU-01861,Escola Epsilon,7º Ano,Manhã,18,F,3-5 SM,Pós-graduação,1,75.7,93.1,74.0,83.6
ALU-01862,Escola Epsilon,7º Ano,Manhã,18,F,3-5 SM,Fundamental Completo,0,78.5,70.5,80.3,75.4
ALU-01863,Escola Epsilon,7º Ano,Manhã,17,M,2-3 SM,Fundamental Completo,1,88.7,70.4,62.9,66.7
ALU-01864,Escola Epsilon,7º Ano,Manhã,19,F,Até 1 SM,Fundamental Incompleto,0,85.4,66.8,65.1,65.9
ALU-01865,Escola Epsilon,7º Ano,Manhã,17,M,2-3 SM,Fundamental Completo,1,98.7,53.4,66.1,59.8
ALU-01866,Escola Epsilon,7º Ano,Manhã,17,F,5+ SM,Médio Completo,1,86.2,72.0,66.7,69.3
ALU-01867,Escola Epsilon,7º Ano,Manhã,17,M,5+ SM,Superior Completo,1,78.1,82.7,62.0,72.4
ALU-01868,Escola Epsilon,7º Ano,Manhã,18,F,2-3 SM,Superior Completo,1,81.3,65.6,84.6,75.1
ALU-01869,Escola Epsilon,7º Ano,Manhã,18,M,2-3 SM,Médio Completo,1,77.0,76.5,56.6,66.5
ALU-01870,Escola Epsilon,7º Ano,Manhã,19,M,1-2 SM,Superior Completo,1,89.2,64.5,49.0,56.7
ALU-01871,Escola Epsilon,7º Ano,Manhã,19,M,2-3 SM,Pós-graduação,1,89.4,53.7,51.3,52.5
ALU-01872,Escola Epsilon,7º Ano,Manhã,18,M,3-5 SM,Superior Completo,1,99.8,82.6,78.0,80.3
ALU-01873,Escola Epsilon,7º Ano,Manhã,18,F,1-2 SM,Fundamental Incompleto,1,71.9,55.7,49.8,52.8
ALU-01874,Escola Epsilon,7º Ano,Manhã,18,M,1-2 SM,Médio Completo,1,88.1,56.9,44.4,50.7
ALU-01875,Escola Epsilon,7º Ano,Manhã,17,M,1-2 SM,Médio Completo,1,87.4,64.7,57.9,61.3
ALU-01876,Escola Epsilon,7º Ano,Manhã,19,F,Até 1 SM,Fundamental Completo,0,83.4,43.3,53.3,48.3
ALU-01877,Escola Epsilon,7º Ano,Manhã,19,F,2-3 SM,Fundamental Incompleto,0,87.1,42.7,54.8,48.8
ALU-01878,Escola Epsilon,7º Ano,Manhã,19,F,Até 1 SM,Superior Completo,0,62.3,19.7,49.9,34.8
ALU-01879,Escola Epsilon,7º Ano,Manhã,19,F,Até 1 SM,Fundamental Completo,1,80.5,48.8,57.5,53.2
ALU-01880,Escola Epsilon,7º Ano,Manhã,19,F,Até 1 SM,,1,83.0,50.9,58.1,54.5
ALU-01881,Escola Epsilon,7º Ano,Manhã,18,M,2-3 SM,Fundamental Completo,1,94.1,34.9,59.2,47.1
ALU-01882,Escola Epsilon,7º Ano,Manhã,19,M,3-5 SM,Superior Completo,0,84.9,66.5,64.0,65.3
ALU-01883,Escola Epsilon,7º Ano,Manhã,17,M,Até 1 SM,Superior Completo,1,76.7,66.9,51.0,58.9
ALU-01884,Escola Epsilon,7º Ano,Manhã,19,F,,Médio Completo,1,96.5,36.8,55.5,46.1
ALU-01885,Escola Epsilon,7º Ano,Manhã,19,F,Até 1 SM,Médio Completo,1,83.5,50.6,67.6,59.1
ALU-01886,Escola Epsilon,7º Ano,Manhã,19,F,2-3 SM,Fundamental Completo,1,78.2,40.6,55.0,47.8
ALU-01887,Escola Epsilon,7º Ano,Tarde,18,F,Até 1 SM,Fundamental Completo,1,81.7,56.6,65.1,60.9
ALU-01888,Escola Epsilon,7º Ano,Tarde,18,M,5+ SM,Médio Completo,0,87.5,92.9,58.7,75.8
ALU-01889,Escola Epsilon,7º Ano,Tarde,19,F,Até 1 SM,Superior Completo,1,87.7,51.5,62.3,56.9
ALU-01890,Escola Epsilon,7º Ano,Tarde,18,F,Até 1 SM,Superior Completo,1,100.0,77.0,65.4,71.2
ALU-01891,Escola Epsilon,7º Ano,Tarde,19,M,2-3 SM,Médio Completo,0,72.7,33.7,33.0,33.3
ALU-01892,Escola Epsilon,7º Ano,Tarde,17,F,Até 1 SM,Superior Completo,1,74.1,65.0,39.9,52.4
ALU-01893,Escola Epsilon,7º Ano,Tarde,19,F,1-2 SM,Fundamental Incompleto,0,100.0,75.6,67.5,71.5
ALU-01894,Escola Epsilon,7º Ano,Tarde,19,M,5+ SM,Médio Completo,1,89.3,68.2,81.3,74.8
ALU-01895,Escola Epsilon,7º Ano,Tarde,17,F,1-2 SM,Fundamental Incompleto,1,66.1,57.5,30.2,43.9
ALU-01896,Escola Epsilon,7º Ano,Tarde,19,M,3-5 SM,Médio Completo,0,98.0,57.4,56.8,57.1
ALU-01897,Escola Epsilon,7º Ano,Tarde,17,M,2-3 SM,Médio Completo,1,100.0,84.1,64.2,74.1
ALU-01898,Escola Epsilon,7º Ano,Tarde,19,F,1-2 SM,Médio Completo,0,82.2,73.0,42.5,57.7
ALU-01899,Escola Epsilon,7º Ano,Tarde,18,F,Até 1 SM,Pós-graduação,1,76.4,62.8,62.6,62.7
ALU-01900,Escola Epsilon,7º Ano,Tarde,18,F,1-2 SM,Médio Completo,1,82.1,69.6,77.9,73.8
ALU-01901,Escola Epsilon,7º Ano,Tarde,19,F,3-5 SM,Fundamental Completo,1,87.2,77.5,59.2,68.4
ALU-01902,Escola Epsilon,7º Ano,Tarde,17,F,2-3 SM,,0,80.8,43.3,57.2,50.3
ALU-01903,Escola Epsilon,7º Ano,Tarde,18,M,1-2 SM,Fundamental Completo,0,86.7,51.8,81.8,66.8
ALU-01904,Escola Epsilon,7º Ano,Tarde,18,F,2-3 SM,Superior Completo,0,83.0,48.3,67.0,57.7
ALU-01905,Escola Epsilon,7º Ano,Tarde,18,F,2-3 SM,Médio Completo,0,100.0,47.2,57.5,52.4
ALU-01906,Escola Epsilon,7º Ano,Tarde,18,M,1-2 SM,Fundamental Completo,0,100.0,47.2,60.5,53.8
ALU-01907,Escola Epsilon,7º Ano,Tarde,19,F,Até 1 SM,Fundamental Incompleto,1,95.4,51.3,55.3,53.3
ALU-01908,Escola Epsilon,7º Ano,Tarde,19,M,Até 1 SM,Fundamental Completo,1,89.6,63.0,72.4,67.7
ALU-01909,Escola Epsilon,7º Ano,Tarde,17,M,2-3 SM,Superior Completo,1,92.1,62.4,65.2,63.8
ALU-01910,Escola Epsilon,7º Ano,Tarde,17,M,1-2 SM,Pós-graduação,1,83.4,65.6,77.8,71.7
ALU-01911,Escola Epsilon,7º Ano,Tarde,18,M,2-3 SM,Médio Completo,0,81.4,35.7,51.5,43.6
ALU-01912,Escola Epsilon,7º Ano,Tarde,17,F,Até 1 SM,Superior Completo,0,75.8,61.2,62.3,61.7
ALU-01913,Escola Epsilon,7º Ano,Tarde,19,F,2-3 SM,Fundamental Completo,1,78.1,51.3,74.3,62.8
ALU-01914,Escola Epsilon,7º Ano,Tarde,17,F,1-2 SM,Médio Completo,1,75.4,56.4,72.8,64.6
ALU-01915,Escola Epsilon,7º Ano,Tarde,19,F,2-3 SM,Fundamental Incompleto,1,93.7,59.6,65.4,62.5
ALU-01916,Escola Epsilon,7º Ano,Tarde,19,M,5+ SM,Superior Completo,0,79.5,63.9,54.2,59.0
ALU-01917,Escola Epsilon,7º Ano,Tarde,18,M,1-2 SM,Médio Completo,0,90.1,52.8,57.1,54.9
ALU-01918,Escola Epsilon,7º Ano,Tarde,18,M,2-3 SM,Fundamental Completo,0,93.4,78.4,51.7,65.1
ALU-01919,Escola Epsilon,7º Ano,Tarde,19,F,1-2 SM,Médio Completo,1,80.5,42.1,60.7,51.4
ALU-01920,Escola Epsilon,7º Ano,Tarde,18,F,1-2 SM,Superior Completo,1,94.2,85.8,73.2,79.5
ALU-01921,Escola Epsilon,8º Ano,Manhã,20,M,3-5 SM,Médio Completo,0,86.2,63.8,63.4,63.6
ALU-01922,Escola Epsilon,8º Ano,Manhã,18,F,Até 1 SM,Médio Completo,1,69.8,35.2,70.7,52.9
ALU-01923,Escola Epsilon,8º Ano,Manhã,19,F,2-3 SM,Médio Completo,0,85.3,45.8,64.0,54.9
ALU-01924,Escola Epsilon,8º Ano,Manhã,20,M,2-3 SM,Fundamental Completo,1,82.7,56.9,68.8,62.8
ALU-01925,Escola Epsilon,8º Ano,Manhã,19,M,1-2 SM,Fundamental Completo,1,80.1,71.0,76.9,74.0
ALU-01926,Escola Epsilon,8º Ano,Manhã,20,M,1-2 SM,Superior Completo,1,86.7,64.2,65.0,64.6
ALU-01927,Escola Epsilon,8º Ano,Manhã,18,M,1-2 SM,Médio Completo,1,92.9,41.7,68.8,55.3
ALU-01928,Escola Epsilon,8º Ano,Manhã,19,M,1-2 SM,Médio Completo,0,87.7,44.9,67.1,56.0
ALU-01929,Escola Epsilon,8º Ano,Manhã,20,M,Até 1 SM,Médio Completo,1,64.1,64.9,44.7,54.8
ALU-01930,Escola Epsilon,8º Ano,Manhã,19,F,1-2 SM,Médio Completo,1,79.8,60.4,57.9,59.1
ALU-01931,Escola Epsilon,8º Ano,Manhã,19,M,Até 1 SM,Fundamental Incompleto,1,80.7,62.7,65.1,63.9
ALU-01932,Escola Epsilon,8º Ano,Manhã,20,F,Até 1 SM,Fundamental Incompleto,1,93.5,79.1,57.8,68.5
ALU-01933,Escola Epsilon,8º Ano,Manhã,18,F,2-3 SM,Fundamental Incompleto,0,79.8,33.1,51.3,42.2
ALU-01934,Escola Epsilon,8º Ano,Manhã,19,M,5+ SM,,0,87.1,36.0,68.0,52.0
ALU-01935,Escola Epsilon,8º Ano,Manhã,19,F,3-5 SM,Fundamental Incompleto,0,91.9,44.3,80.2,62.3
ALU-01936,Escola Epsilon,8º Ano,Manhã,18,M,Até 1 SM,Fundamental Completo,1,93.0,59.0,51.1,55.1
ALU-01937,Escola Epsilon,8º Ano,Manhã,20,M,2-3 SM,Superior Completo,0,87.0,40.2,91.8,66.0
ALU-01938,Escola Epsilon,8º Ano,Manhã,18,M,1-2 SM,Médio Completo,0,83.5,71.8,54.2,63.0
ALU-01939,Escola Epsilon,8º Ano,Manhã,19,F,Até 1 SM,Fundamental Incompleto,1,69.9,32.8,39.7,36.2
ALU-01940,Escola Epsilon,8º Ano,Manhã,19,F,5+ SM,Fundamental Incompleto,1,88.0,94.4,80.3,87.4
ALU-01941,Escola Epsilon,8º Ano,Manhã,18,M,2-3 SM,Médio Completo,0,89.9,36.4,72.4,54.4
ALU-01942,Escola Epsilon,8º Ano,Manhã,19,M,2-3 SM,Fundamental Completo,1,83.0,41.2,59.2,50.2
ALU-01943,Escola Epsilon,8º Ano,Manhã,19,F,1-2 SM,Superior Completo,1,84.9,72.7,81.3,77.0
ALU-01944,Escola Epsilon,8º Ano,Manhã,20,F,1-2 SM,Superior Completo,1,85.2,70.2,71.1,70.6
ALU-01945,Escola Epsilon,8º Ano,Manhã,20,F,2-3 SM,Médio Completo,1,100.0,62.7,59.4,61.0
ALU-01946,Escola Epsilon,8º Ano,Manhã,19,F,1-2 SM,Superior Completo,1,87.8,55.3,71.9,63.6
ALU-01947,Escola Epsilon,8º Ano,Manhã,20,M,3-5 SM,Pós-graduação,0,79.5,84.5,68.3,76.4
ALU-01948,Escola Epsilon,8º Ano,Manhã,19,F,1-2 SM,Fundamental Completo,0,94.8,47.8,59.9,53.8
ALU-01949,Escola Epsilon,8º Ano,Manhã,19,F,2-3 SM,Fundamental Incompleto,1,90.5,54.1,69.2,61.7
ALU-01950,Escola Epsilon,8º Ano,Manhã,18,F,,Pós-graduação,0,94.4,62.2,55.3,58.7
ALU-01951,Escola Epsilon,8º Ano,Manhã,20,M,2-3 SM,Fundamental Completo,1,76.3,33.0,68.8,50.9
ALU-01952,Escola Epsilon,8º Ano,Manhã,19,F,1-2 SM,Superior Completo,1,87.3,64.1,40.8,52.5
ALU-01953,Escola Epsilon,8º Ano,Manhã,18,F,Até 1 SM,Médio Completo,1,74.0,23.5,39.9,31.7
ALU-01954,Escola Epsilon,8º Ano,Manhã,19,F,1-2 SM,Fundamental Incompleto,0,85.8,58.1,56.7,57.4
ALU-01955,Escola Epsilon,8º Ano,Manhã,19,F,3-5 SM,Médio Completo,1,90.5,68.9,78.2,73.5
ALU-01956,Escola Epsilon,8º Ano,Manhã,19,M,1-2 SM,Superior Completo,1,92.3,58.7,74.5,66.6
ALU-01957,Escola Epsilon,8º Ano,Manhã,20,M,1-2 SM,Médio Completo,1,88.1,77.3,44.4,60.8
