pedido_id,data_pedido,hora_pedido,vendedor_id,categoria,produto_id,preco_unitario,quantidade,valor_total,frete,estado_cliente,status_pedido,nota_avaliacao
PED-001311,2023-12-03,07:58,VEND-0098,Eletrônicos,PROD-0374,486.17,1,486.17,39.54,RJ,Entregue,5.0
PED-001312,2023-08-02,13:04,VEND-0087,Moda Feminina,PROD-0185,86.44,1,86.44,,PR,Em trânsito,
PED-001313,2023-02-05,14:49,VEND-0112,Moda Masculina,PROD-0245,77.23,1,77.23,43.68,RJ,Entregue,5.0
PED-001314,2024-06-27,12:25,VEND-0029,Esporte & Lazer,PROD-0324,228.5 ,1,228.5,21.76,SP,Entregue,3.0
PED-001315,2024-04-20,08:03,VEND-0083,Moda Feminina,PROD-0175,197.51,1,197.51,5.24,RJ,Entregue,4.0
PED-001316,2023-10-20,23:50,VEND-0087,Moda Feminina,PROD-0240,182.74,1,182.74,32.41,RN,Entregue,1.0
PED-001317,2024-12-17,19:49,VEND-0107,Eletrônicos,PROD-0273,222.47,2,444.94,31.3,MG,Entregue,5.0
PED-001318,2024-02-16,10:30,VEND-0112,Eletrônicos,PROD-0412,404.26,1,404.26,6.15,MG,Entregue,3.0
PED-001319,2023-04-15,11:50,VEND-0091,Casa & Decoração,PROD-0139,113.82,1,113.82,37.22,RJ,Entregue,4.0
PED-001320,2023-05-08,14:55,VEND-0030,Acessórios,PROD-0181,44.58,1,44.58,37.85,PB,Entregue,4.0
PED-001321,2024-03-17,07:46,VEND-0070,Beleza & Saúde,PROD-0348,78.61,1,78.61,13.44,BA,Entregue,5.0
PED-001322,2024-05-31,19:31,VEND-0019,Moda Feminina,PROD-0346,144.45,1,144.45,23.18,RJ,Cancelado,
PED-001323,2024-05-20,13:57,VEND-0102,Eletrônicos,PROD-0443,218.02,1,218.02,13.66,CE,Entregue,3.0
PED-001324,2024-08-28,09:41,VEND-0072,Beleza & Saúde,PROD-0088,15.0,2,30.0,38.09,SP,Entregue,4.0
PED-001325,2023-10-15,11:45,VEND-0093,Esporte & Lazer,PROD-0215,167.27,1,167.27,17.35,RS,Entregue,5.0
PED-001326,2024-07-20,21:10,VEND-0058,Casa & Decoração,PROD-0346,121.55,2,243.09,43.57,CE,Cancelado,
PED-001327,2023-02-06,08:00,VEND-0111,Beleza & Saúde,PROD-0093,61.97,1,61.97,38.24,PE,Em trânsito,
PED-001328,2024-03-13,18:28,VEND-0027,Moda Masculina,PROD-0276,118.42,1,118.42,9.84,PI,Devolvido,
PED-001329,2023-11-27,15:15,VEND-0031,Moda Masculina,PROD-0015,157.99,1,157.99,26.89,CE,Cancelado,
PED-001330,2024-11-22,12:38,VEND-0086,Moda Masculina,PROD-0402,165.27,1,165.27,29.1,CE,Entregue,5.0
PED-001331,2024-09-24,07:06,VEND-0055,Casa & Decoração,PROD-0342,252.79,1,252.79,32.75,RJ,Em trânsito,
PED-001332,2024-07-15,07:38,VEND-0089,Beleza & Saúde,PROD-0175,110.94,1,110.94,16.72,SE,Entregue,4.0
PED-001333,2023-02-18,21:13,VEND-0083,Moda Feminina,PROD-0255,71.58,1,71.58,28.33,MG,Entregue,5.0
PED-001334,2023-12-02,18:24,VEND-0048,Moda Masculina,PROD-0306,174.42,1,174.42,5.64,MA,Entregue,3.0
PED-001335,2023-09-30,21:19,VEND-0066,Eletrônicos,PROD-0424,369.12,1,369.12,25.64,MG,Entregue,4.0
PED-001336,2024-04-16,18:13,VEND-0071,Moda Masculina,PROD-0342,111.8,1,111.8,8.0,SP,Entregue,3.0
PED-001337,2024-12-26,11:44,VEND-0062,Eletrônicos,PROD-0369,345.54,1,345.54,34.28,CE,Entregue,2.0
PED-001338,2023-04-06,04:09,VEND-0028,Beleza & Saúde,PROD-0293,68.18,1,68.18,17.11,SP,Devolvido,
PED-001339,2024-07-21,11:43,VEND-0074,Eletrônicos,PROD-0214,386.97,1,386.97,22.3,CE,Entregue,4.0
PED-001340,2023-03-06,08:58,VEND-0079,Beleza & Saúde,PROD-0389,83.14,1,83.14,34.16,PA,Entregue,5.0
PED-001341,2023-11-18,08:39,VEND-0063,Moda Masculina,PROD-0321,233.78,1,233.78,13.76,SP,Cancelado,
PED-001342,2024-09-10,16:22,VEND-0117,Acessórios,PROD-0460,43.07 ,3,129.21,30.96,PR,Entregue,3.0
PED-001343,2024-10-16,09:35,VEND-0097,Eletrônicos,PROD-0292,649.66,1,649.66,41.5,SP,Entregue,4.0
PED-001344,2023-05-17,21:07,VEND-0087,Eletrônicos,PROD-0027,538.04,2,1076.09,33.57,PB,Entregue,4.0
PED-001345,2023-02-27,17:29,VEND-0118,Eletrônicos,PROD-0122,386.34,1,386.34,19.41,PE,Entregue,5.0
PED-001346,2024-07-03,14:31,VEND-0027,Moda Masculina,PROD-0254,143.12,1,143.12,10.06,PA,Devolvido,
PED-001347,2023-11-27,14:52,VEND-0047,Moda Feminina,PROD-0125,133.3,1,133.3,11.06,CE,Entregue,1.0
PED-001348,2024-09-15,14:13,VEND-0006,Moda Feminina,PROD-0136,152.89,2,305.77,41.36,RS,Em trânsito,
PED-001349,2024-04-01,18:32,VEND-0079,Casa & Decoração,PROD-0016,288.76,1,288.76,14.08,RN,Entregue,4.0
PED-001350,2024-04-14,16:59,VEND-0104,Eletrônicos,PROD-0138,660.21,1,660.21,15.82,SP,Entregue,4.0
PED-001351,2023-02-02,09:29,VEND-0085,Moda Feminina,PROD-0233,109.04,1,109.04,30.12,GO,Cancelado,
PED-001352,2023-03-26,17:34,VEND-0085,Moda Feminina,PROD-0135,87.78,1,87.78,12.52,RJ,Cancelado,
PED-001353,2024-01-11,20:54,VEND-0106,Moda Feminina,PROD-0089,27.96,1,27.96,29.76,PR,Em trânsito,
PED-001354,2024-05-11,14:01,VEND-0007,Eletrônicos,PROD-0367,654.21,1,654.21,9.15,RN,Cancelado,
PED-001355,2023-08-24,12:44,VEND-0053,Moda Feminina,PROD-0233,131.75,1,131.75,18.63,RJ,Entregue,4.0
PED-001356,2023-03-16,19:41,VEND-0111,Casa & Decoração,PROD-0352,207.15,1,207.15,35.5,RJ,Entregue,5.0
PED-001357,2023-02-08,11:37,VEND-0107,Moda Masculina,PROD-0096,148.77,1,148.77,30.06,CE,Entregue,2.0
PED-001358,2023-05-25,16:36,VEND-0031,Eletrônicos,PROD-0043,532.53,1,532.53,35.73,PR,Entregue,5.0
PED-001359,2024-07-25,11:28,VEND-0041,Acessórios,PROD-0139,58.03,1,58.03,40.91,CE,Entregue,3.0
PED-001360,2023-08-04,02:31,VEND-0046,Moda Feminina,PROD-0130,77.08,1,77.08,18.85,CE,Entregue,5.0
PED-001361,2023-02-13,16:55,VEND-0103,Esporte & Lazer,PROD-0132,80.75,1,80.75,41.93,BA,Entregue,5.0
PED-001362,2023-05-31,00:04,VEND-0100,Casa & Decoração,PROD-0032,187.72 ,2,375.44,23.54,RJ,Entregue,4.0
PED-001363,2023-05-27,11:59,VEND-0029,Infantil,PROD-0043,99.91,1,99.91,25.29,CE,Entregue,3.0
PED-001364,2023-11-27,00:06,VEND-0099,Esporte & Lazer,PROD-0314,202.23,1,202.23,14.33,RJ,Entregue,3.0
PED-001365,2023-05-27,07:01,VEND-0001,Moda Feminina,PROD-0466,109.96,1,109.96,38.79,RS,Cancelado,
PED-001366,2024-04-01,16:56,VEND-0049,Moda Feminina,PROD-0310,152.86,1,152.86,34.68,PA,Entregue,4.0
PED-001367,2023-03-07,10:07,VEND-0057,Beleza & Saúde,PROD-0192,80.23,1,80.23,7.45,CE,Cancelado,
PED-001368,2023-09-30,08:53,VEND-0072,Infantil,PROD-0164,78.81,2,157.63,8.57,GO,Entregue,4.0
PED-001369,2024-10-19,09:19,VEND-0090,Infantil,PROD-0300,147.85,1,147.85,,CE,Entregue,5.0
PED-001370,2024-09-10,17:50,VEND-0095,Moda Feminina,PROD-0201,123.98,1,123.98,24.52,BA,Cancelado,
PED-001371,2024-09-14,18:48,VEND-0054,Esporte & Lazer,PROD-0461,187.18,1,187.18,29.36,SP,Entregue,1.0
PED-001372,2024-12-25,08:01,VEND-0099,Moda Masculina,PROD-0125,145.46,1,145.46,33.18,RJ,Entregue,5.0
PED-001373,2023-04-20,04:08,VEND-0005,Beleza & Saúde,PROD-0365,68.26,1,68.26,25.73,CE,Entregue,3.0
PED-001374,2023-08-10,10:21,VEND-0068,Moda Feminina,PROD-0219,143.65,2,287.3,42.82,BA,Entregue,4.0
PED-001375,2023-03-31,16:59,VEND-0050,Acessórios,PROD-0115,49.19,1,49.19,16.45,SE,Entregue,4.0
PED-001376,2024-07-26,14:21,VEND-0018,Moda Masculina,PROD-0287,153.41,1,153.41,18.46,MG,Entregue,4.0
PED-001377,2023-06-08,16:43,VEND-0103,Eletrônicos,PROD-0031,590.31,1,590.31,39.46,RS,Em trânsito,
PED-001378,2024-12-17,17:03,VEND-0102,Eletrônicos,PROD-0192,539.19,1,539.19,16.5,SP,Entregue,1.0
PED-001379,2023-05-07,11:06,VEND-0018,Casa & Decoração,PROD-0372,197.11,3,591.32,38.28,SP,Entregue,5.0
PED-001380,2023-11-08,08:40,VEND-0001,Moda Masculina,PROD-0455,187.49,1,187.49,20.73,PI,Em trânsito,
PED-001381,2023-05-22,11:45,VEND-0033,Eletrônicos,PROD-0164,93.27,1,93.27,32.5,PA,Entregue,5.0
PED-001382,2023-10-18,22:18,VEND-0004,Eletrônicos,PROD-0312,423.63,1,423.63,39.44,BA,Entregue,4.0
PED-001383,2023-05-16,11:55,VEND-0065,Esporte & Lazer,PROD-0449,29.12 ,2,58.24,17.6,CE,Entregue,3.0
PED-001384,2024-11-14,13:41,VEND-0111,Moda Feminina,PROD-0411,136.65,1,136.65,9.25,PI,Entregue,1.0
PED-001385,2024-03-25,12:43,VEND-0109,Eletrônicos,PROD-0431,237.92,1,237.92,32.03,CE,Entregue,1.0
PED-001386,2024-09-10,21:19,VEND-0012,Moda Feminina,PROD-0257,128.56,1,128.56,,RS,Devolvido,
PED-001387,2023-12-01,10:38,VEND-0015,Casa & Decoração,PROD-0338,194.03,1,194.03,21.59,RJ,Entregue,3.0
PED-001388,2023-09-28,09:37,VEND-0088,Casa & Decoração,PROD-0018,242.06,1,242.06,41.49,SP,Em trânsito,
PED-001389,2023-10-20,19:54,VEND-0070,Moda Feminina,PROD-0132,201.08,1,201.08,14.28,PI,Devolvido,
PED-001390,2023-03-29,15:47,VEND-0112,Eletrônicos,PROD-0142,295.26,1,295.26,19.56,BA,Cancelado,
PED-001391,2023-08-18,21:54,VEND-0054,Beleza & Saúde,PROD-0262,108.48,1,108.48,7.36,CE,Em trânsito,
PED-001392,2023-04-12,09:17,VEND-0094,Esporte & Lazer,PROD-0244,128.33,1,128.33,30.84,PE,Entregue,3.0
PED-001393,2023-03-26,13:29,VEND-0076,Eletrônicos,PROD-0058,203.27,1,203.27,36.88,BA,Entregue,5.0
PED-001394,2023-12-13,07:39,VEND-0049,Acessórios,PROD-0029,83.94,1,83.94,35.78,PE,Entregue,4.0
PED-001395,2024-11-20,10:16,VEND-0006,Esporte & Lazer,PROD-0186,224.04,1,224.04,7.82,SP,Entregue,4.0
PED-001396,2024-01-28,11:52,VEND-0110,Casa & Decoração,PROD-0316,56.18,1,56.18,13.87,CE,Entregue,2.0
PED-001397,2023-04-23,17:44,VEND-0120,Moda Feminina,PROD-0244,76.27,1,76.27,29.27,RJ,Entregue,3.0
PED-001398,2024-10-17,11:58,VEND-0117,Beleza & Saúde,PROD-0377,90.91,1,90.91,,CE,Entregue,5.0
PED-001399,2023-03-02,08:31,VEND-0053,Infantil,PROD-0264,115.66,2,231.31,16.54,RS,Cancelado,
PED-001400,2023-03-23,11:51,VEND-0101,Eletrônicos,PROD-0412,518.66,1,518.66,40.59,RJ,Devolvido,
PED-001401,2023-06-16,05:43,VEND-0046,Eletrônicos,PROD-0273,447.26,1,447.26,33.9,PA,Devolvido,
PED-001402,2024-10-10,18:03,VEND-0118,Moda Masculina,PROD-0025,229.09 ,1,229.09,13.58,CE,Cancelado,
PED-001403,2024-01-28,11:02,VEND-0117,Casa & Decoração,PROD-0111,190.3,2,380.6,6.18,MG,Entregue,4.0
PED-001404,2023-02-01,16:17,VEND-0019,Acessórios,PROD-0432,28.81,1,28.81,21.82,PE,Em trânsito,
PED-001405,2024-01-31,07:10,VEND-0012,Acessórios,PROD-0031,64.03,2,128.07,34.9,MG,Entregue,4.0
PED-001406,2023-01-21,13:40,VEND-0113,Esporte & Lazer,PROD-0174,229.15,1,229.15,22.73,RN,Em trânsito,
PED-001407,2024-06-06,19:52,VEND-0004,Acessórios,PROD-0209,89.84,1,89.84,26.29,CE,Entregue,5.0
PED-001408,2024-08-17,18:50,VEND-0104,Moda Feminina,PROD-0205,63.88,1,63.88,24.65,CE,Entregue,5.0
PED-001409,2024-09-07,09:55,VEND-0119,Moda Feminina,PROD-0291,126.34,1,126.34,23.98,CE,Devolvido,
PED-001410,2023-07-25,16:02,VEND-0041,Moda Feminina,PROD-0243,114.74,1,114.74,32.13,PE,Entregue,2.0
PED-001411,2024-02-26,09:25,VEND-0010,Beleza & Saúde,PROD-0156,134.1,1,134.1,37.64,MG,Entregue,4.0
PED-001412,2023-06-16,05:46,VEND-0078,Beleza & Saúde,PROD-0163,102.0,1,102.0,8.71,CE,Entregue,5.0
PED-001413,2024-08-22,18:22,VEND-0049,Moda Masculina,PROD-0135,83.4,1,83.4,25.09,SP,Entregue,2.0
PED-001414,2024-07-14,19:16,VEND-0003,Moda Feminina,PROD-0007,91.27,1,91.27,44.16,CE,Entregue,3.0
PED-001415,2023-08-20,11:21,VEND-0060,Moda Feminina,PROD-0045,111.88,1,111.88,18.71,MG,Cancelado,
PED-001416,2023-09-14,05:12,VEND-0080,Moda Masculina,PROD-0207,132.01,1,132.01,20.05,PI,Entregue,4.0
PED-001417,2023-08-15,13:58,VEND-0064,Moda Feminina,PROD-0124,103.14,1,103.14,23.12,RJ,Em trânsito,
PED-001418,2023-02-10,15:04,VEND-0037,Acessórios,PROD-0461,100.5,1,100.5,30.9,SP,Entregue,2.0
PED-001419,2023-08-29,13:13,VEND-0015,Casa & Decoração,PROD-0165,89.54,2,179.09,43.98,CE,Cancelado,
PED-001420,2023-03-23,09:46,VEND-0041,Moda Feminina,PROD-0441,52.61,1,52.61,24.85,RJ,Em trânsito,
PED-001421,2023-04-15,01:36,VEND-0071,Moda Masculina,PROD-0156,140.23,2,280.45,41.31,CE,Entregue,4.0
PED-001422,2023-01-29,09:13,VEND-0108,Infantil,PROD-0309,45.82,1,45.82,30.09,RJ,Entregue,2.0
PED-001423,2023-01-12,19:33,VEND-0119,Beleza & Saúde,PROD-0444,154.92,2,309.84,37.84,PR,Em trânsito,
PED-001424,2024-05-20,13:19,VEND-0082,Eletrônicos,PROD-0030,334.12,1,334.12,5.15,BA,Entregue,5.0
PED-001425,2024-09-25,22:34,VEND-0076,Beleza & Saúde,PROD-0198,93.1,2,186.2,10.64,CE,Entregue,3.0
PED-001426,2024-10-25,15:13,VEND-0085,Eletrônicos,PROD-0236,495.1,3,1485.31,5.47,SP,Entregue,5.0
PED-001427,2023-06-29,16:59,VEND-0086,Infantil,PROD-0088,106.44,1,106.44,,RJ,Entregue,4.0
PED-001428,2023-02-23,18:03,VEND-0007,Moda Feminina,PROD-0449,163.11,1,163.11,29.01,PB,Entregue,4.0
PED-001429,2024-07-10,09:23,VEND-0034,Eletrônicos,PROD-0361,421.94,1,421.94,22.63,PR,Entregue,5.0
PED-001430,2024-06-07,11:22,VEND-0006,Eletrônicos,PROD-0256,378.1,1,378.1,25.93,MA,Cancelado,
PED-001431,2023-11-05,18:06,VEND-0096,Casa & Decoração,PROD-0035,155.02,1,155.02,,BA,Entregue,3.0
PED-001432,2023-02-10,15:23,VEND-0077,Acessórios,PROD-0281,83.51,1,83.51,14.48,PR,Entregue,4.0
PED-001433,2023-04-01,16:59,VEND-0085,Moda Masculina,PROD-0034,66.92,1,66.92,24.59,MA,Entregue,5.0
PED-001434,2023-03-18,10:49,VEND-0116,Beleza & Saúde,PROD-0378,85.84,1,85.84,13.42,BA,Entregue,5.0
PED-001435,2024-02-27,11:47,VEND-0103,Beleza & Saúde,PROD-0230,63.57,2,127.14,31.05,PB,Entregue,4.0
PED-001436,2024-06-10,17:54,VEND-0080,Beleza & Saúde,PROD-0222,70.44,1,70.44,36.44,CE,Entregue,4.0
PED-001437,2023-10-23,11:12,VEND-0040,Acessórios,PROD-0114,46.45,1,46.45,6.58,RJ,Cancelado,
PED-001438,2023-07-09,18:21,VEND-0003,Eletrônicos,PROD-0205,310.34,1,310.34,24.91,CE,Entregue,5.0
PED-001439,2023-03-22,15:33,VEND-0034,Casa & Decoração,PROD-0124,292.45,1,292.45,25.23,CE,Entregue,5.0
PED-001440,2024-11-11,15:26,VEND-0082,Esporte & Lazer,PROD-0022,232.11,1,232.11,12.13,PE,Em trânsito,
PED-001441,2024-02-27,20:37,VEND-0022,Casa & Decoração,PROD-0164,313.47,1,313.47,15.72,PE,Entregue,1.0
PED-001442,2024-10-04,18:43,VEND-0117,Moda Feminina,PROD-0088,165.32,1,165.32,29.19,PI,Entregue,5.0
PED-001443,2023-05-13,14:43,VEND-0089,Moda Feminina,PROD-0346,81.81,2,163.62,12.92,SP,Entregue,5.0
PED-001444,2024-04-13,21:56,VEND-0035,Moda Feminina,PROD-0212,162.48,3,487.44,18.88,SP,Entregue,4.0
PED-001445,2023-11-13,12:59,VEND-0010,Moda Feminina,PROD-0006,80.05,1,80.05,10.23,PR,Entregue,4.0
PED-001446,2023-05-24,20:58,VEND-0013,Moda Feminina,PROD-0394,164.29,1,164.29,33.17,MG,Em trânsito,
PED-001447,2024-03-06,12:26,VEND-0013,Eletrônicos,PROD-0469,834.34,1,834.34,34.37,RJ,Entregue,5.0
PED-001448,2024-10-26,06:52,VEND-0004,Beleza & Saúde,PROD-0261,112.85,1,112.85,11.73,MA,Entregue,5.0
PED-001449,2023-12-14,08:25,VEND-0120,Moda Feminina,PROD-0379,152.58,1,152.58,8.64,CE,Em trânsito,
PED-001450,2024-03-31,12:56,VEND-0109,Eletrônicos,PROD-0072,391.7,1,391.7,13.39,SP,Devolvido,
PED-001451,2023-07-29,15:28,VEND-0005,Casa & Decoração,PROD-0139,321.74,2,643.48,15.4,PB,Cancelado,
PED-001452,2024-06-08,05:53,VEND-0070,Infantil,PROD-0435,67.04,1,67.04,30.24,RJ,Entregue,3.0
PED-001453,2023-04-15,16:51,VEND-0023,Moda Masculina,PROD-0220,156.76,2,313.51,22.82,MG,Entregue,4.0
PED-001454,2023-08-05,19:34,VEND-0096,Eletrônicos,PROD-0036,509.18,1,509.18,19.98,GO,Entregue,4.0
PED-001455,2023-10-07,14:09,VEND-0016,Moda Masculina,PROD-0085,148.91,1,148.91,33.49,CE,Devolvido,
PED-001456,2024-08-03,16:10,VEND-0089,Casa & Decoração,PROD-0406,165.71,2,331.41,6.97,SE,Cancelado,
PED-001457,2024-05-10,10:28,VEND-0054,Beleza & Saúde,PROD-0084,15.0,1,15.0,25.04,BA,Entregue,5.0
PED-001458,2024-07-05,01:38,VEND-0102,Infantil,PROD-0013,21.59,1,21.59,44.77,SP,Em trânsito,
PED-001459,2023-06-08,15:54,VEND-0110,Beleza & Saúde,PROD-0306,107.2,1,107.2,14.23,PE,Em trânsito,
PED-001460,2023-09-05,12:29,VEND-0009,Infantil,PROD-0473,53.88,1,53.88,27.82,PA,Entregue,4.0
PED-001461,2024-07-10,13:42,VEND-0058,Casa & Decoração,PROD-0150,201.94,1,201.94,35.93,MA,Entregue,5.0
PED-001462,2024-11-25,15:24,VEND-0074,Eletrônicos,PROD-0125,372.49,1,372.49,13.96,PE,Devolvido,
PED-001463,2023-01-24,14:39,VEND-0012,Eletrônicos,PROD-0397,355.21,1,355.21,16.19,RJ,Em trânsito,
PED-001464,2024-01-24,18:23,VEND-0068,Moda Feminina,PROD-0489,196.0 ,1,196.0,7.69,CE,Devolvido,
PED-001465,2023-10-11,19:07,VEND-0102,Eletrônicos,PROD-0249,450.8,1,450.8,31.02,PE,Entregue,4.0
PED-001466,2024-01-01,05:17,VEND-0097,Moda Feminina,PROD-0130,178.09,3,534.28,34.07,CE,Entregue,4.0
PED-001467,2023-10-02,02:39,VEND-0043,Casa & Decoração,PROD-0161,234.52,3,703.56,42.08,CE,Entregue,5.0
PED-001468,2023-10-10,02:29,VEND-0117,Eletrônicos,PROD-0313,39.65,1,39.65,17.95,PR,Entregue,5.0
PED-001469,2024-02-13,18:20,VEND-0005,Eletrônicos,PROD-0286,178.19,1,178.19,43.4,PR,Entregue,4.0
PED-001470,2024-07-24,13:49,VEND-0112,Moda Masculina,PROD-0479,101.08,1,101.08,17.72,PI,Devolvido,
PED-001471,2024-01-11,10:41,VEND-0074,Casa & Decoração,PROD-0433,156.47,1,156.47,32.18,SP,Entregue,3.0
PED-001472,2024-01-23,02:18,VEND-0105,Beleza & Saúde,PROD-0076,105.2,1,105.2,11.15,GO,Cancelado,
PED-001473,2023-09-12,15:25,VEND-0008,Moda Feminina,PROD-0473,113.04,1,113.04,10.76,BA,Em trânsito,
PED-001474,2024-04-07,14:56,VEND-0027,Moda Feminina,PROD-0452,99.16,1,99.16,42.4,PE,Entregue,1.0
PED-001475,2024-02-28,11:46,VEND-0110,Eletrônicos,PROD-0356,695.36,3,2086.07,33.02,MG,Cancelado,
PED-001476,2024-03-26,15:57,VEND-0022,Moda Feminina,PROD-0103,135.03,1,135.03,13.22,CE,Entregue,2.0
PED-001477,2023-12-21,22:23,VEND-0028,Eletrônicos,PROD-0459,217.86,1,217.86,14.65,RJ,Entregue,5.0
PED-001478,2023-08-29,13:00,VEND-0030,Casa & Decoração,PROD-0227,334.51,1,334.51,34.92,RS,Entregue,5.0
PED-001479,2023-11-18,20:32,VEND-0115,Esporte & Lazer,PROD-0042,93.88,1,93.88,28.2,SP,Devolvido,
PED-001480,2023-11-18,12:29,VEND-0071,Esporte & Lazer,PROD-0281,362.12,1,362.12,8.05,PR,Entregue,5.0
PED-001481,2023-03-22,17:32,VEND-0023,Acessórios,PROD-0069,41.83,1,41.83,40.97,CE,Entregue,4.0
PED-001482,2024-12-13,10:08,VEND-0037,Moda Feminina,PROD-0271,92.86,1,92.86,30.11,MA,Entregue,5.0
PED-001483,2024-05-13,16:18,VEND-0058,Eletrônicos,PROD-0171,239.51,1,239.51,8.73,PE,Entregue,4.0
PED-001484,2023-01-30,10:07,VEND-0068,Moda Masculina,PROD-0107,110.06,1,110.06,34.04,CE,Entregue,4.0
PED-001485,2023-11-29,01:02,VEND-0023,Eletrônicos,PROD-0493,461.14,1,461.14,42.3,PI,Entregue,2.0
PED-001486,2024-05-16,15:03,VEND-0106,Moda Feminina,PROD-0408,190.41,3,571.23,37.66,MA,Cancelado,
PED-001487,2023-03-05,11:51,VEND-0036,Moda Feminina,PROD-0182,109.19,1,109.19,,SP,Entregue,5.0
PED-001488,2023-05-05,16:18,VEND-0080,Eletrônicos,PROD-0127,379.0,1,379.0,41.66,SP,Entregue,5.0
PED-001489,2024-05-23,22:01,VEND-0109,Infantil,PROD-0339,49.16,2,98.32,10.5,BA,Entregue,2.0
PED-001490,2024-06-23,08:11,VEND-0027,Esporte & Lazer,PROD-0078,171.0,1,171.0,41.87,PR,Em trânsito,
PED-001491,2023-02-22,09:19,VEND-0096,Casa & Decoração,PROD-0238,285.44,1,285.44,29.96,CE,Entregue,4.0
PED-001492,2023-06-28,18:45,VEND-0022,Eletrônicos,PROD-0420,289.14,2,578.29,28.66,CE,Entregue,5.0
PED-001493,2023-01-23,10:43,VEND-0072,Eletrônicos,PROD-0216,296.24,1,296.24,14.32,PE,Cancelado,
PED-001494,2023-04-28,16:17,VEND-0086,Eletrônicos,PROD-0100,369.35,1,369.35,27.08,PR,Entregue,5.0
PED-001495,2023-01-22,06:23,VEND-0099,Moda Masculina,PROD-0354,99.18,1,99.18,31.87,CE,Entregue,4.0
PED-001496,2024-08-20,13:24,VEND-0022,Beleza & Saúde,PROD-0420,86.29,1,86.29,7.81,CE,Cancelado,
PED-001497,2024-11-10,15:41,VEND-0031,Casa & Decoração,PROD-0417,219.87,1,219.87,25.67,PB,Entregue,5.0
PED-001498,2024-12-30,21:20,VEND-0035,Moda Masculina,PROD-0259,224.09,3,672.26,36.26,SP,Entregue,5.0
PED-001499,2023-07-26,18:45,VEND-0038,Casa & Decoração,PROD-0121,256.89,2,513.78,34.66,BA,Entregue,4.0
PED-001500,2023-03-02,13:58,VEND-0105,Moda Feminina,PROD-0196,143.45,1,143.45,5.3,CE,Entregue,5.0
PED-001501,2024-05-02,19:51,VEND-0048,Infantil,PROD-0138,70.9,1,70.9,14.74,PE,Cancelado,
PED-001502,2023-10-30,21:24,VEND-0027,Eletrônicos,PROD-0414,623.67,1,623.67,11.11,MG,Entregue,5.0
PED-001503,2024-09-04,11:10,VEND-0110,Eletrônicos,PROD-0073,393.35,1,393.35,37.89,SP,Devolvido,
PED-001504,2023-09-19,17:34,VEND-0074,Moda Masculina,PROD-0299,206.99,3,620.98,19.94,PI,Em trânsito,
PED-001505,2023-07-20,09:46,VEND-0074,Moda Feminina,PROD-0427,107.01,1,107.01,30.23,PR,Entregue,5.0
PED-001506,2023-06-07,16:16,VEND-0036,Eletrônicos,PROD-0055,586.42,1,586.42,9.04,SP,Entregue,4.0
PED-001507,2024-06-20,11:53,VEND-0037,Casa & Decoração,PROD-0272,146.86,1,146.86,36.67,CE,Devolvido,
PED-001508,2024-01-18,22:09,VEND-0101,Moda Masculina,PROD-0493,75.63,1,75.63,15.54,BA,Entregue,5.0
PED-001509,2023-02-27,15:00,VEND-0088,Moda Masculina,PROD-0310,185.13,1,185.13,39.83,CE,Entregue,4.0
PED-001510,2023-10-27,06:24,VEND-0031,Beleza & Saúde,PROD-0483,145.23,2,290.46,27.58,RS,Entregue,4.0
PED-001511,2023-12-21,09:49,VEND-0062,Eletrônicos,PROD-0135,496.36,1,496.36,36.69,MG,Entregue,5.0
PED-001512,2024-05-26,11:36,VEND-0071,Casa & Decoração,PROD-0210,137.25,2,274.5,21.12,CE,Devolvido,
PED-001513,2024-11-17,15:41,VEND-0002,Moda Masculina,PROD-0135,161.3,1,161.3,25.32,CE,Entregue,4.0
PED-001514,2024-03-05,07:51,VEND-0093,Casa & Decoração,PROD-0375,237.95,1,237.95,44.71,RS,Entregue,5.0
PED-001515,2024-03-30,11:35,VEND-0075,Infantil,PROD-0174,47.65,1,47.65,44.67,CE,Entregue,3.0
PED-001516,2024-02-19,16:20,VEND-0063,Infantil,PROD-0271,42.08,1,42.08,12.88,SP,Entregue,4.0
PED-001517,2024-01-02,17:23,VEND-0099,Infantil,PROD-0106,63.51 ,1,63.51,13.95,CE,Entregue,4.0
PED-001518,2024-05-08,13:22,VEND-0044,Moda Masculina,PROD-0466,66.53,1,66.53,43.17,SP,Entregue,3.0
PED-001519,2023-03-23,19:02,VEND-0034,Moda Masculina,PROD-0200,71.13,1,71.13,18.63,CE,Entregue,4.0
PED-001520,2023-12-20,18:15,VEND-0081,Moda Masculina,PROD-0270,100.64,1,100.64,29.72,BA,Entregue,4.0
PED-001521,2023-07-11,08:24,VEND-0070,Casa & Decoração,PROD-0443,146.56,2,293.13,24.38,CE,Entregue,4.0
PED-001522,2024-01-17,21:01,VEND-0038,Moda Feminina,PROD-0088,146.72,1,146.72,5.68,RJ,Em trânsito,
PED-001523,2024-04-24,23:15,VEND-0094,Infantil,PROD-0205,89.46,1,89.46,29.83,CE,Entregue,4.0
PED-001524,2024-11-27,17:14,VEND-0020,Moda Feminina,PROD-0297,46.26,2,92.52,27.76,PA,Entregue,5.0
PED-001525,2024-02-11,17:28,VEND-0104,Esporte & Lazer,PROD-0407,122.36,2,244.71,7.13,RJ,Entregue,5.0
