municipio,ano,programa,valor_repassado,valor_executado_declarado,fonte
Município 72,2020,Educação Fundamental,368936.08,348916.52,Emenda Parlamentar
Município 72,2021,Educação Fundamental,218831.55,205525.58,PAC
Município 72,2021,Esporte,484499.87,476010.2,PAC
Município 72,2021,Saneamento,373194.23,366054.66,Emenda Parlamentar
Município 72,2021,Assistência Social,636522.32,602917.04,FPM
Município 72,2021,Infraestrutura,706923.77,658695.49,FUNDEB
Município 72,2022,Saúde Básica,200308.28,186396.75,PAC
Município 72,2022,Assistência Social,286486.49,264161.74,SUS
Município 72,2022,Infraestrutura,579074.69,565511.99,SUS
Município 72,2022,Educação Fundamental,307292.26,263914.21,FUNDEB
Município 72,2022,Saneamento,566874.18,523046.94,PAC
Município 72,2022,Cultura,626551.51,534112.72,PAC
Município 72,2023,Assistência Social,758482.06,729398.18,SUS
Município 72,2023,Infraestrutura,424585.46,403345.47,Emenda Parlamentar
Município 72,2023,Esporte,211416.35,200911.17,Emenda Parlamentar
Município 73,2020,Saneamento,538477.78,505619.12,SUS
Município 73,2020,Saúde Básica,490086.08,461778.38,SUS
Município 73,2020,Infraestrutura,423961.11,392292.09,FPM
Município 73,2020,Assistência Social,742676.54,719054.55,Emenda Parlamentar
Município 73,2020,Esporte,752291.7,742988.46,PAC
Município 73,2021,Assistência Social,595418.14,512373.07,FPM
Município 73,2021,Esporte,365035.01,310357.7,Emenda Parlamentar
Município 73,2021,Cultura,502048.3,491797.82,FPM
Município 73,2021,Saneamento,1026323.24,986104.39,PAC
Município 73,2022,Assistência Social,619114.67,607662.68,SUS
Município 73,2022,Cultura,702921.45,688407.02,PAC
Município 73,2022,Saneamento,249398.04,219391.94,SUS
Município 73,2023,Cultura,388868.42,387188.01,PAC
Município 73,2023,Saúde Básica,396196.08,395549.62,FPM
Município 73,2023,Assistência Social,707037.91,688582.88,SUS
Município 74,2020,Saneamento,587238.76,501057.67,FUNDEB
Município 74,2020,Assistência Social,776729.27,759740.65,PAC
Município 74,2020,Infraestrutura,590265.64,571466.53,SUS
Município 74,2020,Cultura,618410.07,594504.03,FPM
Município 74,2020,Esporte,198415.01,192357.23,Emenda Parlamentar
Município 74,2020,Educação Fundamental,361739.98,333386.2,FPM
Município 74,2021,Educação Fundamental,552833.92,509164.54,PAC
Município 74,2021,Cultura,537159.78,519263.58,FPM
Município 74,2021,Assistência Social,690599.63,630829.4,Emenda Parlamentar
Município 74,2022,Infraestrutura,618335.38,539479.27,FPM
Município 74,2022,Saúde Básica,807294.66,747468.76,Emenda Parlamentar
Município 74,2022,Assistência Social,815284.58,745876.16,FUNDEB
Município 74,2023,Assistência Social,175765.71,152878.62,SUS
Município 74,2023,Saneamento,473287.19,467035.11,FUNDEB
Município 74,2023,Cultura,125450.15,113147.61,PAC
Município 74,2023,Esporte,328287.95,316671.69,SUS
Município 74,2023,Saúde Básica,887639.97,769813.64,Emenda Parlamentar
Município 75,2020,Educação Fundamental,593987.98,575665.72,FPM
Município 75,2020,Saúde Básica,501295.24,438046.87,FUNDEB
Município 75,2020,Infraestrutura,648461.33,628578.66,FPM
Município 75,2021,Educação Fundamental,455666.44,452133.38,SUS
Município 75,2021,Cultura,661293.95,571983.42,SUS
Município 75,2021,Esporte,650751.95,577050.38,SUS
Município 75,2021,Saneamento,564995.47,510418.37,Emenda Parlamentar
Município 75,2022,Esporte,149521.47,134272.6,Emenda Parlamentar
Município 75,2022,Infraestrutura,839635.76,744943.52,Emenda Parlamentar
Município 75,2022,Assistência Social,833793.58,783425.08,Emenda Parlamentar
Município 75,2022,Saúde Básica,791460.32,753780.49,SUS
Município 75,2022,Cultura,531701.59,524139.13,FPM
Município 75,2022,Educação Fundamental,193430.32,181700.46,FUNDEB
Município 75,2023,Educação Fundamental,884526.77,849585.68,PAC
Município 75,2023,Infraestrutura,516081.38,469157.33,FUNDEB
Município 75,2023,Saúde Básica,446060.54,393827.93,SUS
Município 75,2023,Saneamento,262334.33,254149.95,FUNDEB
Município 75,2023,Cultura,337071.55,332811.16,FPM
Município 75,2023,Esporte,403263.83,396270.89,FPM
Município 76,2020,Assistência Social,390945.6,375742.5,FUNDEB
Município 76,2020,Esporte,343711.6,304050.79,FPM
Município 76,2020,Educação Fundamental,540616.8,499693.11,FUNDEB
Município 76,2020,Saúde Básica,619467.01,581542.22,PAC
Município 76,2020,Cultura,383384.83,332533.67,FPM
Município 76,2020,Saneamento,256250.99,255923.92,FUNDEB
Município 76,2021,Saneamento,904406.22,797407.65,SUS
Município 76,2021,Infraestrutura,484635.26,431701.32,FPM
Município 76,2021,Educação Fundamental,776977.23,674533.76,FPM
Município 76,2021,Esporte,499386.93,455811.6,Emenda Parlamentar
Município 76,2022,Infraestrutura,370217.95,319618.3,SUS
Município 76,2022,Educação Fundamental,562753.34,507274.48,PAC
Município 76,2022,Saúde Básica,719886.92,660957.29,PAC
Município 76,2023,Saneamento,273906.7,260316.85,FPM
Município 76,2023,Assistência Social,588906.33,501302.96,FPM
Município 76,2023,Cultura,476647.54,438698.12,Emenda Parlamentar
Município 76,2023,Esporte,474108.88,438323.75,FUNDEB
Município 76,2023,Infraestrutura,1012071.39,889539.67,FPM
Município 76,2023,Saúde Básica,630286.87,584060.39,FUNDEB
Município 77,2020,Saúde Básica,700965.04,606707.64,Emenda Parlamentar
Município 77,2020,Cultura,665248.5,570556.75,PAC
Município 77,2020,Educação Fundamental,469068.04,400456.66,PAC
Município 77,2021,Saneamento,260481.06,256621.76,Emenda Parlamentar
Município 77,2021,Assistência Social,343666.14,323377.74,FUNDEB
Município 77,2021,Saúde Básica,513669.43,485035.32,SUS
Município 77,2021,Educação Fundamental,383110.25,370738.47,SUS
Município 77,2022,Infraestrutura,710391.65,699909.83,FUNDEB
Município 77,2022,Esporte,738192.36,669543.37,SUS
Município 77,2022,Saúde Básica,689031.19,624568.31,SUS
Município 77,2022,Educação Fundamental,362907.68,316686.37,PAC
Município 77,2022,Assistência Social,463791.8,407544.79,PAC
Município 77,2022,Saneamento,465709.36,457190.48,FPM
Município 77,2023,Assistência Social,591288.71,538735.31,Emenda Parlamentar
Município 77,2023,Infraestrutura,50000.0,47276.9,Emenda Parlamentar
Município 77,2023,Educação Fundamental,356923.89,353059.85,FUNDEB
Município 78,2020,Assistência Social,132573.27,120168.06,SUS
Município 78,2020,Infraestrutura,680254.02,674415.48,PAC
Município 78,2020,Saneamento,308288.54,272533.53,PAC
Município 78,2021,Infraestrutura,729453.75,718328.89,FUNDEB
Município 78,2021,Educação Fundamental,612567.05,608307.72,FUNDEB
Município 78,2021,Saúde Básica,675827.19,664481.55,Emenda Parlamentar
Município 78,2021,Cultura,267524.86,264434.85,Emenda Parlamentar
Município 78,2021,Saneamento,112990.57,98426.88,FUNDEB
Município 78,2022,Saúde Básica,625604.45,559569.71,FUNDEB
Município 78,2022,Assistência Social,620306.06,601046.81,FPM
Município 78,2022,Educação Fundamental,422496.43,378674.11,PAC
Município 78,2023,Educação Fundamental,576678.18,508553.8,Emenda Parlamentar
Município 78,2023,Esporte,516335.72,512960.72,SUS
Município 78,2023,Saúde Básica,569028.56,509398.28,FUNDEB
Município 79,2020,Assistência Social,517913.03,486617.58,FPM
Município 79,2020,Educação Fundamental,823601.68,717705.18,SUS
Município 79,2020,Infraestrutura,355838.32,302817.45,FUNDEB
Município 79,2020,Saneamento,772685.67,746832.01,Emenda Parlamentar
Município 79,2020,Esporte,98879.62,91718.77,SUS
Município 79,2021,Infraestrutura,480393.12,419068.18,PAC
Município 79,2021,Saúde Básica,376107.69,364796.22,PAC
Município 79,2021,Esporte,199193.21,195535.16,FUNDEB
Município 79,2022,Educação Fundamental,570084.96,550254.55,Emenda Parlamentar
Município 79,2022,Cultura,598362.53,585724.19,FPM
Município 79,2022,Esporte,458334.27,451961.1,FPM
Município 79,2022,Saúde Básica,647000.62,556516.89,FUNDEB
Município 79,2022,Infraestrutura,421753.12,390332.3,FPM
Município 79,2023,Saneamento,615894.19,542699.29,SUS
Município 79,2023,Cultura,509471.31,462891.06,PAC
Município 79,2023,Educação Fundamental,350460.0,325030.54,FUNDEB
Município 79,2023,Assistência Social,454200.05,444688.22,Emenda Parlamentar
Município 80,2020,Infraestrutura,505258.1,486520.25,FUNDEB
Município 80,2020,Saneamento,696558.73,680763.44,FPM
Município 80,2020,Assistência Social,605648.96,535501.77,PAC
Município 80,2020,Educação Fundamental,329220.94,307846.38,FUNDEB
Município 80,2020,Cultura,850720.87,754568.35,SUS
Município 80,2021,Saúde Básica,366293.34,357551.16,PAC
Município 80,2021,Assistência Social,779480.74,760176.12,PAC
Município 80,2021,Cultura,613401.38,569533.42,FUNDEB
Município 80,2021,Saneamento,429269.86,410699.01,FUNDEB
Município 80,2022,Cultura,499605.6,434677.74,FUNDEB
Município 80,2022,Educação Fundamental,444507.99,406866.05,FPM
Município 80,2022,Saúde Básica,265963.27,242629.15,FUNDEB
Município 80,2022,Saneamento,658873.16,574912.53,FUNDEB
Município 80,2022,Esporte,486256.6,481121.18,SUS
Município 80,2023,Saneamento,556823.0,510613.37,PAC
Município 80,2023,Assistência Social,502450.17,453399.77,SUS
Município 80,2023,Infraestrutura,408128.24,350217.41,SUS
Município 80,2023,Saúde Básica,528995.05,519383.55,PAC
Município 80,2023,Cultura,738765.22,651997.75,FPM
Município 80,2023,Educação Fundamental,772634.21,737160.53,FPM
Município 81,2020,Cultura,647484.73,625373.22,FUNDEB
Município 81,2020,Saúde Básica,546100.03,485019.91,FUNDEB
Município 81,2020,Assistência Social,244313.2,212309.12,SUS
Município 81,2021,Cultura,157683.58,156734.9,Emenda Parlamentar
Município 81,2021,Saúde Básica,375084.18,360924.38,SUS
Município 81,2021,Saneamento,557277.83,522214.73,Emenda Parlamentar
Município 81,2022,Saneamento,697620.03,643900.24,FUNDEB
Município 81,2022,Infraestrutura,407395.75,360217.81,Emenda Parlamentar
Município 81,2022,Esporte,732741.36,682629.89,SUS
Município 81,2022,Educação Fundamental,457964.0,446156.88,FPM
Município 81,2022,Saúde Básica,740689.03,737359.19,SUS
Município 81,2023,Educação Fundamental,674459.09,635775.04,Emenda Parlamentar
Município 81,2023,Infraestrutura,735754.95,731822.05,Emenda Parlamentar
Município 81,2023,Saneamento,739067.42,700453.86,Emenda Parlamentar
Município 82,2020,Saúde Básica,423309.22,381716.79,PAC
Município 82,2020,Saneamento,538287.91,534573.85,SUS
Município 82,2020,Esporte,345479.49,300080.91,PAC
Município 82,2020,Assistência Social,171591.47,169217.87,Emenda Parlamentar
Município 82,2021,Educação Fundamental,284680.83,262583.7,PAC
Município 82,2021,Saneamento,595488.08,580081.59,FUNDEB
Município 82,2021,Cultura,411640.88,356310.77,FUNDEB
Município 82,2021,Esporte,497462.04,481116.57,FPM
Município 82,2022,Saúde Básica,669690.51,597905.12,Emenda Parlamentar
Município 82,2022,Esporte,773933.58,708412.02,PAC
Município 82,2022,Cultura,730432.25,723599.27,FPM
Município 82,2022,Saneamento,593851.47,579283.45,Emenda Parlamentar
Município 82,2022,Educação Fundamental,562539.04,532861.81,FUNDEB
Município 82,2022,Assistência Social,455822.99,409659.22,SUS
Município 82,2023,Cultura,494081.54,429395.69,FUNDEB
Município 82,2023,Assistência Social,660984.48,658087.75,FPM
Município 82,2023,Saneamento,143486.23,123309.67,SUS
Município 82,2023,Educação Fundamental,781683.4,727912.65,SUS
Município 82,2023,Infraestrutura,492885.22,492004.15,Emenda Parlamentar
Município 83,2020,Cultura,777078.31,771505.04,Emenda Parlamentar
Município 83,2020,Infraestrutura,542317.46,471176.64,FUNDEB
Município 83,2020,Assistência Social,691590.13,592314.94,FUNDEB
Município 83,2020,Saúde Básica,308589.06,268777.02,Emenda Parlamentar
Município 83,2020,Esporte,440713.31,419389.34,FUNDEB
Município 83,2021,Cultura,617712.57,550778.45,FUNDEB
Município 83,2021,Saneamento,422761.12,362466.43,FUNDEB
Município 83,2021,Esporte,579901.86,509868.98,SUS
Município 83,2021,Educação Fundamental,805018.8,800723.0,FUNDEB
Município 83,2021,Infraestrutura,783270.67,747067.0,PAC
Município 83,2021,Assistência Social,458737.23,425675.35,FUNDEB
Município 83,2022,Infraestrutura,290620.84,250377.59,Emenda Parlamentar
Município 83,2022,Esporte,418841.1,376123.99,Emenda Parlamentar
Município 83,2022,Assistência Social,447591.8,395936.06,Emenda Parlamentar
Município 83,2023,Esporte,450320.51,423293.56,SUS
Município 83,2023,Cultura,723702.06,686389.03,Emenda Parlamentar
Município 83,2023,Educação Fundamental,609432.14,530009.69,SUS
Município 84,2020,Esporte,466380.04,427201.29,SUS
Município 84,2020,Saúde Básica,283904.47,259723.93,FUNDEB
Município 84,2020,Educação Fundamental,601762.24,515800.29,Emenda Parlamentar
Município 84,2021,Assistência Social,488690.12,475752.92,FPM
Município 84,2021,Infraestrutura,305482.29,268436.8,Emenda Parlamentar
Município 84,2021,Esporte,262489.06,253181.8,SUS
Município 84,2022,Assistência Social,371225.22,318361.98,Emenda Parlamentar
Município 84,2022,Infraestrutura,684147.68,674725.2,SUS
Município 84,2022,Cultura,224795.92,201732.49,FPM
Município 84,2022,Educação Fundamental,471411.65,466632.15,PAC
Município 84,2022,Saúde Básica,517769.73,490713.2,FPM
Município 84,2022,Esporte,490991.3,483934.46,Emenda Parlamentar
Município 84,2023,Cultura,519486.31,457586.63,SUS
Município 84,2023,Educação Fundamental,323533.24,314612.82,FUNDEB
Município 84,2023,Assistência Social,486095.75,472351.82,SUS
Município 84,2023,Saneamento,316955.86,283930.27,SUS
Município 84,2023,Infraestrutura,467576.77,455087.1,FPM
Município 85,2020,Assistência Social,251190.79,214966.44,SUS
Município 85,2020,Esporte,713120.9,693795.67,PAC
Município 85,2020,Infraestrutura,775298.33,705828.25,FUNDEB
Município 85,2020,Cultura,753812.89,706425.2,FPM
Município 85,2020,Saneamento,620406.64,553752.73,SUS
Município 85,2020,Educação Fundamental,584452.06,508440.02,FUNDEB
Município 85,2021,Infraestrutura,445088.54,391693.8,PAC
Município 85,2021,Educação Fundamental,382556.96,376322.51,FPM
Município 85,2021,Cultura,774040.21,721479.93,FPM
Município 85,2021,Saúde Básica,521482.46,448601.34,SUS
Município 85,2021,Saneamento,658616.92,644190.93,Emenda Parlamentar
Município 85,2022,Educação Fundamental,583276.45,563041.53,SUS
Município 85,2022,Saúde Básica,382376.29,372049.07,Emenda Parlamentar
Município 85,2022,Esporte,466709.1,434621.19,SUS
Município 85,2023,Saneamento,370519.33,339290.23,FUNDEB
Município 85,2023,Esporte,714602.15,662909.43,Emenda Parlamentar
Município 85,2023,Assistência Social,608501.4,540710.51,FUNDEB
Município 85,2023,Saúde Básica,50000.0,43331.81,PAC
Município 85,2023,Infraestrutura,518906.09,477629.58,PAC
Município 86,2020,Cultura,404277.17,348714.06,FPM
Município 86,2020,Educação Fundamental,608219.51,520985.47,FUNDEB
Município 86,2020,Esporte,201221.03,191046.49,PAC
Município 86,2020,Infraestrutura,50000.0,47339.74,FPM
Município 86,2020,Saúde Básica,376852.75,337028.25,SUS
Município 86,2020,Saneamento,289550.62,259506.72,SUS
Município 86,2021,Infraestrutura,561741.92,550208.57,FPM
Município 86,2021,Assistência Social,438426.49,420331.57,FPM
Município 86,2021,Cultura,176079.7,171093.91,FPM
Município 86,2022,Saneamento,330385.12,296192.75,FUNDEB
Município 86,2022,Saúde Básica,774511.03,679997.56,Emenda Parlamentar
Município 86,2022,Educação Fundamental,398605.07,349286.25,Emenda Parlamentar
Município 86,2023,Educação Fundamental,463279.29,439651.46,FUNDEB
Município 86,2023,Infraestrutura,467467.59,449351.3,Emenda Parlamentar
Município 86,2023,Assistência Social,665547.32,609884.91,Emenda Parlamentar
Município 87,2020,Esporte,631525.77,555800.06,Emenda Parlamentar
Município 87,2020,Infraestrutura,646807.75,632465.59,Emenda Parlamentar
Município 87,2020,Saneamento,607833.91,576539.28,FPM
Município 87,2020,Educação Fundamental,542220.67,505837.33,Emenda Parlamentar
Município 87,2020,Cultura,394640.18,376001.03,PAC
Município 87,2021,Esporte,505715.82,444789.25,FPM
Município 87,2021,Cultura,380896.61,347568.3,FUNDEB
Município 87,2021,Saneamento,695536.14,641343.04,PAC
Município 87,2022,Esporte,619350.94,555119.6,FPM
Município 87,2022,Saneamento,278592.05,250431.07,PAC
Município 87,2022,Saúde Básica,557090.43,473558.93,SUS
Município 87,2022,Infraestrutura,610804.75,544043.52,SUS
Município 87,2023,Infraestrutura,448998.73,388860.14,PAC
Município 87,2023,Assistência Social,605198.72,524176.49,FPM
Município 87,2023,Educação Fundamental,362758.93,349033.36,SUS
Município 88,2020,Cultura,440252.09,412724.83,FPM
Município 88,2020,Esporte,764869.1,759429.91,Emenda Parlamentar
Município 88,2020,Infraestrutura,516682.22,461671.59,FUNDEB
Município 88,2020,Saneamento,552899.77,491425.99,FUNDEB
Município 88,2021,Saneamento,432079.8,378977.73,FUNDEB
Município 88,2021,Esporte,757350.3,656879.33,FUNDEB
Município 88,2021,Educação Fundamental,256953.32,248355.11,FPM
Município 88,2021,Infraestrutura,648681.32,553003.38,PAC
Município 88,2021,Cultura,618942.18,618374.05,Emenda Parlamentar
Município 88,2021,Assistência Social,577363.41,538581.77,PAC
Município 88,2022,Educação Fundamental,440582.76,375351.32,SUS
Município 88,2022,Esporte,504172.95,503671.35,SUS
Município 88,2022,Saneamento,154195.54,137029.71,FPM
Município 88,2022,Infraestrutura,342310.23,336429.95,FUNDEB
Município 88,2023,Saneamento,588213.11,574450.01,FUNDEB
Município 88,2023,Cultura,282008.2,271587.37,SUS
Município 88,2023,Saúde Básica,586991.03,517291.43,PAC
Município 88,2023,Infraestrutura,443090.89,387534.75,SUS
Município 88,2023,Educação Fundamental,620634.14,572577.2,PAC
Município 88,2023,Assistência Social,728153.92,645320.22,FPM
Município 89,2020,Infraestrutura,344118.0,300237.4,FUNDEB
Município 89,2020,Saneamento,543579.06,509927.38,FUNDEB
