licitacao_id,municipio,ano,objeto,valor_contrato,modalidade,empresa_vencedora,cnpj_vencedora,socio_principal,endereco_empresa,numero_participantes,status
LIC-00480,Missão Velha,2020,Material didático,210045.83,Pregão,Empresa Norte Serviços,31.474.506/0001-24,Sócio 5,"Rua 5, 60",8,Concluído
LIC-00481,Missão Velha,2023,Construção de escola,200928.11,Pregão,Empresa Sul Serviços,37.806.450/0001-81,Sócio 25,"Rua 25, 298",4,Em execução
LIC-00482,Missão Velha,2023,Material didático,92496.02,Dispensa,Empresa Rio Engenharia,67.661.934/0001-15,Sócio 8,"Rua 8, 448",3,Atrasado
LIC-00483,Missão Velha,2023,Limpeza urbana,305156.94,Dispensa,Empresa Mar Engenharia,25.845.894/0001-41,Sócio 15,"Rua 15, 142",6,Concluído
LIC-00484,Missão Velha,2022,Construção de escola,358816.32,Dispensa,Empresa Sul Engenharia,38.805.699/0001-80,Sócio 19,"Rua 19, 162",3,Concluído
LIC-00485,Missão Velha,2020,Serviços de consultoria,354611.13,Dispensa,Empresa Rio Serviços,11.275.924/0001-68,Sócio 28,"Rua 28, 181",8,Atrasado
LIC-00486,Missão Velha,2020,Serviços de consultoria,144128.91,Concorrência,Empresa Norte Serviços,50.167.643/0001-35,Sócio 13,"Rua 13, 490",3,Concluído
LIC-00487,Missão Velha,2022,Fornecimento de merenda,253084.49,Dispensa,Empresa Sul Engenharia,38.805.699/0001-80,Sócio 19,"Rua 19, 162",4,Atrasado
LIC-00488,Missão Velha,2020,Fornecimento de merenda,66731.75,Pregão,Empresa Norte Serviços,50.268.263/0001-52,Sócio 18,"Rua 18, 336",5,Concluído
LIC-00489,Missão Velha,2022,Fornecimento de merenda,30000.0,Concorrência,Empresa Norte Construções,61.392.872/0001-32,Sócio 26,"Rua 26, 482",8,Concluído
LIC-00490,Missão Velha,2020,Reforma de UBS,380807.63,Tomada de Preços,Empresa Rio Engenharia,87.978.140/0001-71,Sócio 29,"Rua 29, 12",3,Concluído
LIC-00491,Município 41,2020,Serviços de consultoria,30000.0,Concorrência,Empresa Sul Serviços,37.806.450/0001-81,Sócio 25,"Rua 25, 298",3,Em execução
LIC-00492,Município 41,2023,Pavimentação de via,129409.01,Dispensa,Empresa Norte Serviços,50.268.263/0001-52,Sócio 18,"Rua 18, 336",6,Atrasado
LIC-00493,Município 41,2022,Construção de escola,287688.26,Pregão,Empresa Sul Serviços,37.806.450/0001-81,Sócio 25,"Rua 25, 298",6,Concluído
LIC-00494,Município 41,2020,Transporte escolar,51363.2,Pregão,Empresa Rio Engenharia,52.643.772/0001-62,Sócio 11,"Rua 11, 103",7,Concluído
LIC-00495,Município 41,2021,Reforma de UBS,265395.54,Tomada de Preços,Empresa Norte Serviços,50.167.643/0001-35,Sócio 13,"Rua 13, 490",4,Concluído
LIC-00496,Município 41,2023,Serviços de consultoria,253743.18,Dispensa,Empresa Norte Serviços,50.268.263/0001-52,Sócio 18,"Rua 18, 336",5,Em execução
LIC-00497,Município 41,2020,Transporte escolar,187802.21,Pregão,Empresa Sol Soluções,23.119.597/0001-77,Sócio 2,"Rua 2, 67",4,Em execução
LIC-00498,Município 41,2020,Serviços de consultoria,30000.0,Tomada de Preços,Empresa Rio Serviços,11.275.924/0001-68,Sócio 28,"Rua 28, 181",3,Concluído
LIC-00499,Município 41,2023,Pavimentação de via,51774.14,Pregão,Empresa Rio Serviços,11.275.924/0001-68,Sócio 28,"Rua 28, 181",8,Atrasado
LIC-00500,Município 41,2021,Material didático,49387.33,Concorrência,Empresa Terra Serviços,30.650.774/0001-26,Sócio 22,"Rua 22, 417",7,Atrasado
LIC-00501,Município 41,2020,Serviços de consultoria,362400.74,Dispensa,Empresa Norte Serviços,50.268.263/0001-52,Sócio 18,"Rua 18, 336",4,Concluído
LIC-00502,Município 41,2021,Material didático,114977.58,Dispensa,Empresa Rio Engenharia,66.950.878/0001-85,Sócio 17,"Rua 17, 122",8,Em execução
LIC-00503,Município 41,2021,Construção de escola,247619.63,Pregão,Empresa Mar Engenharia,25.845.894/0001-41,Sócio 15,"Rua 15, 142",4,Concluído
LIC-00504,Município 41,2022,Serviços de consultoria,81417.51,Dispensa,Empresa Rio Engenharia,52.643.772/0001-62,Sócio 11,"Rua 11, 103",8,Concluído
LIC-00505,Município 41,2022,Material didático,313496.37,Pregão,Empresa Rio Engenharia,67.661.934/0001-15,Sócio 8,"Rua 8, 448",4,Atrasado
LIC-00506,Município 41,2022,Reforma de UBS,252130.6,Concorrência,Empresa Terra Serviços,30.650.774/0001-26,Sócio 22,"Rua 22, 417",5,Concluído
LIC-00507,Município 41,2021,Aquisição de equipamentos,221075.98,Dispensa,Empresa Mar Engenharia,25.845.894/0001-41,Sócio 15,"Rua 15, 142",7,Concluído
LIC-00508,Município 42,2020,Reforma de UBS,160352.77,Tomada de Preços,Empresa Rio Engenharia,67.661.934/0001-15,Sócio 8,"Rua 8, 448",7,Concluído
LIC-00509,Município 42,2023,Reforma de UBS,171877.87,Pregão,Empresa Norte Serviços,31.474.506/0001-24,Sócio 5,"Rua 5, 60",5,Em execução
LIC-00510,Município 42,2022,Manutenção predial,224501.71,Dispensa,Empresa Rio Serviços,88.129.401/0001-61,Sócio 10,"Rua 10, 138",5,Em execução
LIC-00511,Município 42,2021,Manutenção predial,147877.42,Pregão,Empresa Rio Engenharia,52.643.772/0001-62,Sócio 11,"Rua 11, 103",6,Atrasado
LIC-00512,Município 42,2021,Fornecimento de merenda,213001.25,Dispensa,Empresa Sol Soluções,23.119.597/0001-77,Sócio 2,"Rua 2, 67",4,Concluído
LIC-00513,Município 42,2022,Pavimentação de via,153236.22,Pregão,Empresa Sul Soluções,64.132.607/0001-37,Sócio 6,"Rua 6, 392",7,Concluído
LIC-00514,Município 42,2021,Pavimentação de via,142616.95,Dispensa,Empresa Norte Construções,44.878.285/0001-76,Sócio 23,"Rua 23, 459",5,Em execução
LIC-00515,Município 42,2020,Serviços de consultoria,210434.84,Concorrência,Empresa Norte Serviços,31.474.506/0001-24,Sócio 5,"Rua 5, 60",5,Em execução
LIC-00516,Município 42,2020,Aquisição de equipamentos,93837.98,Dispensa,Empresa Norte Construções,12.819.190/0001-68,Sócio 14,"Rua 14, 191",7,Atrasado
LIC-00517,Município 42,2022,Material didático,90641.55,Pregão,Empresa Norte Serviços,50.268.263/0001-52,Sócio 18,"Rua 18, 336",5,Concluído
LIC-00518,Município 42,2023,Fornecimento de merenda,108452.69,Dispensa,Empresa Sol Soluções,23.119.597/0001-77,Sócio 2,"Rua 2, 67",3,Atrasado
LIC-00519,Município 42,2023,Fornecimento de merenda,259530.78,Pregão,Empresa Sul Engenharia,43.818.836/0001-99,Sócio 21,"Rua 21, 54",7,Concluído
LIC-00520,Município 42,2020,Transporte escolar,298701.43,Concorrência,Empresa Rio Engenharia,87.978.140/0001-71,Sócio 29,"Rua 29, 12",6,Em execução
LIC-00521,Município 42,2021,Manutenção predial,107635.62,Dispensa,Empresa Sol Soluções,23.119.597/0001-77,Sócio 2,"Rua 2, 67",7,Concluído
LIC-00522,Município 42,2020,Serviços de consultoria,138996.26,Pregão,Empresa Norte Construções,44.878.285/0001-76,Sócio 23,"Rua 23, 459",5,Em execução
LIC-00523,Município 42,2021,Fornecimento de merenda,189307.36,Concorrência,Empresa Norte Serviços,50.167.643/0001-35,Sócio 13,"Rua 13, 490",3,Concluído
LIC-00524,Município 42,2022,Material didático,285747.07,Tomada de Preços,Empresa Norte Serviços,50.167.643/0001-35,Sócio 13,"Rua 13, 490",6,Concluído
LIC-00525,Município 42,2023,Reforma de UBS,65749.67,Dispensa,Empresa Mar Engenharia,38.329.904/0001-66,Sócio 20,"Rua 20, 228",6,Em execução
LIC-00526,Município 43,2023,Material didático,145360.19,Dispensa,Empresa Rio Serviços,11.275.924/0001-68,Sócio 28,"Rua 28, 181",4,Concluído
LIC-00527,Município 43,2023,Limpeza urbana,444132.23,Pregão,Empresa Norte Serviços,31.474.506/0001-24,Sócio 5,"Rua 5, 60",5,Atrasado
LIC-00528,Município 43,2023,Manutenção predial,216209.91,Concorrência,Empresa Mar Soluções,51.161.687/0001-86,Sócio 4,"Rua 4, 419",7,Concluído
LIC-00529,Município 43,2020,Fornecimento de merenda,283504.92,Dispensa,Empresa Norte Serviços,50.167.643/0001-35,Sócio 13,"Rua 13, 490",7,Concluído
LIC-00530,Município 43,2021,Manutenção predial,173388.1,Tomada de Preços,Empresa Rio Serviços,88.129.401/0001-61,Sócio 10,"Rua 10, 138",8,Em execução
LIC-00531,Município 43,2020,Manutenção predial,173496.14,Concorrência,Empresa Terra Serviços,30.650.774/0001-26,Sócio 22,"Rua 22, 417",4,Em execução
LIC-00532,Município 43,2020,Transporte escolar,245967.85,Dispensa,Empresa Rio Serviços,88.129.401/0001-61,Sócio 10,"Rua 10, 138",8,Em execução
LIC-00533,Município 43,2020,Fornecimento de merenda,275699.87,Pregão,Empresa Rio Engenharia,52.643.772/0001-62,Sócio 11,"Rua 11, 103",5,Concluído
LIC-00534,Município 43,2023,Pavimentação de via,305489.84,Concorrência,Empresa Sul Engenharia,43.818.836/0001-99,Sócio 21,"Rua 21, 54",8,Concluído
LIC-00535,Município 43,2023,Fornecimento de merenda,49598.52,Tomada de Preços,Empresa Sol Soluções,17.380.177/0001-62,Sócio 16,"Rua 16, 150",5,Em execução
LIC-00536,Município 43,2022,Manutenção predial,346397.57,Pregão,Empresa Norte Serviços,33.395.898/0001-70,Sócio 1,"Rua 1, 398",7,Atrasado
LIC-00537,Município 43,2021,Pavimentação de via,240771.0,Dispensa,Empresa Terra Serviços,30.650.774/0001-26,Sócio 22,"Rua 22, 417",4,Em execução
LIC-00538,Município 43,2023,Fornecimento de merenda,258740.29,Pregão,Empresa Norte Serviços,33.395.898/0001-70,Sócio 1,"Rua 1, 398",8,Concluído
LIC-00539,Município 43,2023,Material didático,30000.0,Dispensa,Empresa Rio Serviços,11.275.924/0001-68,Sócio 28,"Rua 28, 181",7,Concluído
LIC-00540,Município 44,2021,Aquisição de equipamentos,273604.64,Dispensa,Empresa Rio Serviços,11.275.924/0001-68,Sócio 28,"Rua 28, 181",6,Em execução
LIC-00541,Município 44,2021,Material didático,30000.0,Concorrência,Empresa Sul Serviços,37.806.450/0001-81,Sócio 25,"Rua 25, 298",4,Concluído
LIC-00542,Município 44,2021,Reforma de UBS,30000.0,Dispensa,Empresa Norte Construções,44.878.285/0001-76,Sócio 23,"Rua 23, 459",6,Em execução
LIC-00543,Município 44,2021,Manutenção predial,184142.51,Concorrência,Empresa Sul Serviços,92.344.537/0001-98,Sócio 12,"Rua 12, 9",5,Concluído
LIC-00544,Município 44,2020,Manutenção predial,97922.22,Concorrência,Empresa Rio Engenharia,52.643.772/0001-62,Sócio 11,"Rua 11, 103",4,Atrasado
LIC-00545,Município 44,2023,Manutenção predial,30000.0,Pregão,Empresa Mar Soluções,51.161.687/0001-86,Sócio 4,"Rua 4, 419",3,Concluído
LIC-00546,Município 44,2023,Aquisição de equipamentos,218175.99,Pregão,Empresa Terra Construções,37.314.755/0001-77,Sócio 7,"Rua 7, 44",6,Em execução
LIC-00547,Município 44,2023,Limpeza urbana,274057.41,Dispensa,Empresa Sol Soluções,23.119.597/0001-77,Sócio 2,"Rua 2, 67",7,Atrasado
LIC-00548,Município 44,2022,Construção de escola,242622.39,Tomada de Preços,Empresa Sol Soluções,23.119.597/0001-77,Sócio 2,"Rua 2, 67",5,Em execução
LIC-00549,Município 44,2020,Material didático,146127.66,Dispensa,Empresa Sul Serviços,92.344.537/0001-98,Sócio 12,"Rua 12, 9",8,Concluído
LIC-00550,Município 44,2022,Construção de escola,219581.54,Concorrência,Empresa Rio Serviços,11.275.924/0001-68,Sócio 28,"Rua 28, 181",3,Concluído
LIC-00551,Município 44,2020,Serviços de consultoria,189094.6,Dispensa,Empresa Norte Engenharia,85.387.857/0001-56,Sócio 3,"Rua 3, 415",8,Concluído
LIC-00552,Município 44,2020,Aquisição de equipamentos,210543.94,Pregão,Empresa Norte Construções,12.819.190/0001-68,Sócio 14,"Rua 14, 191",5,Em execução
LIC-00553,Município 44,2023,Fornecimento de merenda,242593.24,Dispensa,Empresa Norte Serviços,24.190.275/0001-25,Sócio 9,"Rua 9, 62",7,Concluído
LIC-00554,Município 44,2022,Serviços de consultoria,444427.71,Pregão,Empresa Norte Construções,61.392.872/0001-32,Sócio 26,"Rua 26, 482",4,Em execução
LIC-00555,Município 44,2023,Serviços de consultoria,213439.17,Dispensa,Empresa Rio Engenharia,67.661.934/0001-15,Sócio 8,"Rua 8, 448",6,Em execução
LIC-00556,Município 44,2022,Reforma de UBS,295051.0,Concorrência,Empresa Terra Serviços,30.650.774/0001-26,Sócio 22,"Rua 22, 417",3,Concluído
LIC-00557,Município 44,2022,Limpeza urbana,203669.4,Concorrência,Empresa Sol Soluções,17.380.177/0001-62,Sócio 16,"Rua 16, 150",7,Concluído
LIC-00558,Município 45,2021,Construção de escola,156776.28,Dispensa,Empresa Terra Serviços,30.650.774/0001-26,Sócio 22,"Rua 22, 417",4,Concluído
LIC-00559,Município 45,2023,Manutenção predial,232252.47,Dispensa,Empresa Norte Serviços,33.395.898/0001-70,Sócio 1,"Rua 1, 398",5,Concluído
LIC-00560,Município 45,2021,Manutenção predial,274018.9,Pregão,Empresa Rio Serviços,88.129.401/0001-61,Sócio 10,"Rua 10, 138",6,Concluído
LIC-00561,Município 45,2022,Serviços de consultoria,214348.41,Pregão,Empresa Terra Serviços,30.650.774/0001-26,Sócio 22,"Rua 22, 417",5,Em execução
LIC-00562,Município 45,2021,Construção de escola,235631.81,Pregão,Empresa Terra Construções,37.314.755/0001-77,Sócio 7,"Rua 7, 44",8,Concluído
LIC-00563,Município 45,2021,Material didático,186707.63,Concorrência,Empresa Sul Engenharia,43.818.836/0001-99,Sócio 21,"Rua 21, 54",4,Concluído
LIC-00564,Município 45,2022,Fornecimento de merenda,153438.93,Concorrência,Empresa Terra Engenharia,86.621.839/0001-57,Sócio 24,"Rua 24, 490",7,Concluído
LIC-00565,Município 45,2020,Reforma de UBS,93444.12,Tomada de Preços,Empresa Terra Serviços,23.792.495/0001-94,Sócio 27,"Rua 27, 182",7,Concluído
LIC-00566,Município 45,2023,Pavimentação de via,271376.34,Tomada de Preços,Empresa Norte Engenharia,85.387.857/0001-56,Sócio 3,"Rua 3, 415",8,Em execução
LIC-00567,Município 45,2020,Reforma de UBS,327309.9,Dispensa,Empresa Norte Serviços,31.474.506/0001-24,Sócio 5,"Rua 5, 60",6,Em execução
LIC-00568,Município 45,2022,Reforma de UBS,194218.79,Dispensa,Empresa Norte Serviços,24.190.275/0001-25,Sócio 9,"Rua 9, 62",6,Concluído
LIC-00569,Município 45,2022,Pavimentação de via,245783.89,Pregão,Empresa Mar Engenharia,38.329.904/0001-66,Sócio 20,"Rua 20, 228",7,Em execução
LIC-00570,Município 45,2022,Transporte escolar,180905.86,Concorrência,Empresa Norte Serviços,24.190.275/0001-25,Sócio 9,"Rua 9, 62",4,Em execução
LIC-00571,Município 45,2022,Limpeza urbana,150765.9,Tomada de Preços,Empresa Terra Engenharia,86.621.839/0001-57,Sócio 24,"Rua 24, 490",5,Em execução
LIC-00572,Município 45,2022,Serviços de consultoria,177368.76,Pregão,Empresa Norte Serviços,33.395.898/0001-70,Sócio 1,"Rua 1, 398",5,Em execução
LIC-00573,Município 45,2023,Fornecimento de merenda,136729.49,Tomada de Preços,Empresa Norte Engenharia,85.387.857/0001-56,Sócio 3,"Rua 3, 415",6,Concluído
LIC-00574,Município 45,2023,Manutenção predial,282154.7,Dispensa,Empresa Norte Serviços,31.474.506/0001-24,Sócio 5,"Rua 5, 60",5,Concluído
LIC-00575,Município 45,2023,Material didático,82091.19,Tomada de Preços,Empresa Terra Engenharia,86.621.839/0001-57,Sócio 24,"Rua 24, 490",3,Concluído
LIC-00576,Município 45,2022,Construção de escola,353368.7,Concorrência,Empresa Rio Engenharia,66.950.878/0001-85,Sócio 17,"Rua 17, 122",4,Concluído
LIC-00577,Município 45,2023,Material didático,152049.46,Concorrência,Empresa Terra Engenharia,86.621.839/0001-57,Sócio 24,"Rua 24, 490",3,Concluído
LIC-00578,Município 46,2023,Fornecimento de merenda,329409.21,Dispensa,Empresa Norte Serviços,50.268.263/0001-52,Sócio 18,"Rua 18, 336",8,Concluído
LIC-00579,Município 46,2022,Reforma de UBS,194389.19,Concorrência,Empresa Rio Engenharia,66.950.878/0001-85,Sócio 17,"Rua 17, 122",5,Concluído
LIC-00580,Município 46,2023,Transporte escolar,235321.56,Pregão,Empresa Sul Serviços,92.344.537/0001-98,Sócio 12,"Rua 12, 9",3,Concluído
LIC-00581,Município 46,2022,Pavimentação de via,273805.08,Pregão,Empresa Rio Engenharia,66.950.878/0001-85,Sócio 17,"Rua 17, 122",4,Concluído
LIC-00582,Município 46,2022,Aquisição de equipamentos,259269.63,Concorrência,Empresa Rio Engenharia,67.661.934/0001-15,Sócio 8,"Rua 8, 448",3,Em execução
LIC-00583,Município 46,2021,Limpeza urbana,181356.29,Concorrência,Empresa Norte Construções,12.819.190/0001-68,Sócio 14,"Rua 14, 191",8,Concluído
LIC-00584,Município 46,2023,Limpeza urbana,30000.0,Pregão,Empresa Norte Serviços,50.167.643/0001-35,Sócio 13,"Rua 13, 490",7,Atrasado
LIC-00585,Município 47,2021,Transporte escolar,30000.0,Dispensa,Empresa Norte Construções,12.819.190/0001-68,Sócio 14,"Rua 14, 191",6,Concluído
LIC-00586,Município 47,2020,Reforma de UBS,162637.51,Tomada de Preços,Empresa Sol Soluções,17.380.177/0001-62,Sócio 16,"Rua 16, 150",6,Concluído
LIC-00587,Município 47,2022,Reforma de UBS,30000.0,Tomada de Preços,Empresa Norte Construções,61.392.872/0001-32,Sócio 26,"Rua 26, 482",3,Atrasado
LIC-00588,Município 47,2023,Transporte escolar,316792.96,Pregão,Empresa Sul Soluções,64.132.607/0001-37,Sócio 6,"Rua 6, 392",4,Concluído
LIC-00589,Município 47,2023,Fornecimento de merenda,30000.0,Pregão,Empresa Mar Engenharia,25.845.894/0001-41,Sócio 15,"Rua 15, 142",8,Concluído
LIC-00590,Município 47,2022,Reforma de UBS,279096.09,Dispensa,Empresa Rio Engenharia,87.978.140/0001-71,Sócio 29,"Rua 29, 12",3,Concluído
LIC-00591,Município 47,2022,Serviços de consultoria,293340.99,Concorrência,Empresa Rio Construções,25.670.464/0001-44,Sócio 30,"Rua 30, 412",5,Atrasado
LIC-00592,Município 48,2021,Construção de escola,176873.79,Dispensa,Empresa Sol Soluções,23.119.597/0001-77,Sócio 2,"Rua 2, 67",3,Em execução
LIC-00593,Município 48,2020,Serviços de consultoria,182234.8,Concorrência,Empresa Norte Serviços,50.268.263/0001-52,Sócio 18,"Rua 18, 336",8,Concluído
LIC-00594,Município 48,2021,Fornecimento de merenda,279006.4,Tomada de Preços,Empresa Terra Construções,37.314.755/0001-77,Sócio 7,"Rua 7, 44",6,Concluído
LIC-00595,Município 48,2023,Transporte escolar,165100.26,Pregão,Empresa Terra Construções,37.314.755/0001-77,Sócio 7,"Rua 7, 44",5,Concluído
LIC-00596,Município 48,2020,Aquisição de equipamentos,201720.25,Dispensa,Empresa Sul Engenharia,38.805.699/0001-80,Sócio 19,"Rua 19, 162",4,Concluído
LIC-00597,Município 48,2021,Fornecimento de merenda,295071.44,Pregão,Empresa Terra Serviços,30.650.774/0001-26,Sócio 22,"Rua 22, 417",8,Atrasado
LIC-00598,Município 48,2021,Reforma de UBS,194209.71,Concorrência,Empresa Sul Serviços,37.806.450/0001-81,Sócio 25,"Rua 25, 298",8,Atrasado
LIC-00599,Município 48,2021,Manutenção predial,195708.99,Concorrência,Empresa Rio Serviços,88.129.401/0001-61,Sócio 10,"Rua 10, 138",7,Atrasado
LIC-00600,Município 49,2023,Transporte escolar,372447.85,Tomada de Preços,Empresa Terra Serviços,23.792.495/0001-94,Sócio 27,"Rua 27, 182",5,Concluído
LIC-00601,Município 49,2022,Aquisição de equipamentos,356686.04,Dispensa,Empresa Norte Engenharia,85.387.857/0001-56,Sócio 3,"Rua 3, 415",6,Atrasado
LIC-00602,Município 49,2020,Fornecimento de merenda,181048.4,Concorrência,Empresa Norte Construções,61.392.872/0001-32,Sócio 26,"Rua 26, 482",3,Concluído
LIC-00603,Município 49,2023,Reforma de UBS,431697.55,Concorrência,Empresa Norte Serviços,24.190.275/0001-25,Sócio 9,"Rua 9, 62",7,Concluído
LIC-00604,Município 49,2020,Limpeza urbana,342204.96,Concorrência,Empresa Sol Soluções,17.380.177/0001-62,Sócio 16,"Rua 16, 150",3,Atrasado
LIC-00605,Município 49,2022,Serviços de consultoria,99960.1,Tomada de Preços,Empresa Norte Construções,44.878.285/0001-76,Sócio 23,"Rua 23, 459",3,Em execução
LIC-00606,Município 49,2023,Pavimentação de via,180200.01,Pregão,Empresa Norte Construções,61.392.872/0001-32,Sócio 26,"Rua 26, 482",5,Concluído
LIC-00607,Município 49,2020,Limpeza urbana,30000.0,Dispensa,Empresa Norte Serviços,31.474.506/0001-24,Sócio 5,"Rua 5, 60",6,Atrasado
LIC-00608,Município 49,2022,Material didático,129970.84,Pregão,Empresa Norte Construções,12.819.190/0001-68,Sócio 14,"Rua 14, 191",5,Concluído
LIC-00609,Município 49,2023,Limpeza urbana,250841.29,Tomada de Preços,Empresa Sol Soluções,17.380.177/0001-62,Sócio 16,"Rua 16, 150",8,Em execução
LIC-00610,Município 49,2020,Manutenção predial,137922.52,Concorrência,Empresa Sul Serviços,37.806.450/0001-81,Sócio 25,"Rua 25, 298",8,Em execução
LIC-00611,Município 49,2022,Serviços de consultoria,426379.71,Concorrência,Empresa Rio Engenharia,87.978.140/0001-71,Sócio 29,"Rua 29, 12",6,Em execução
LIC-00612,Município 49,2022,Reforma de UBS,204276.65,Dispensa,Empresa Terra Serviços,30.650.774/0001-26,Sócio 22,"Rua 22, 417",8,Concluído
LIC-00613,Município 49,2021,Fornecimento de merenda,163670.87,Pregão,Empresa Mar Engenharia,25.845.894/0001-41,Sócio 15,"Rua 15, 142",4,Concluído
LIC-00614,Município 49,2022,Pavimentação de via,186166.98,Pregão,Empresa Rio Engenharia,87.978.140/0001-71,Sócio 29,"Rua 29, 12",3,Concluído
LIC-00615,Município 50,2021,Aquisição de equipamentos,143822.97,Dispensa,Empresa Sol Soluções,23.119.597/0001-77,Sócio 2,"Rua 2, 67",5,Concluído
LIC-00616,Município 50,2020,Material didático,123980.96,Pregão,Empresa Mar Engenharia,38.329.904/0001-66,Sócio 20,"Rua 20, 228",5,Concluído
