pedido_id,data_pedido,hora_pedido,categoria,produto_id,preco_unitario,quantidade,valor_total,frete,estado_cliente,status_pedido,nota_avaliacao
PED-001863,2024-11-20,21:07,Moda Masculina,PROD-0144,176.22,1,176.22,8.31,RJ,Em trânsito,
PED-001864,2023-07-22,14:12,Casa & Decoração,PROD-0405,430.41,3,1291.24,18.65,BA,Entregue,5.0
PED-001865,2024-11-11,12:25,Beleza & Saúde,PROD-0423,17.61,2,35.21,16.42,RJ,Em trânsito,
PED-001866,2023-12-01,20:28,Casa & Decoração,PROD-0117,28.59,2,57.19,11.73,PA,Entregue,2.0
PED-001867,2024-06-29,08:21,Acessórios,PROD-0090,63.53,1,63.53,31.82,CE,Em trânsito,
PED-001868,2023-12-02,10:07,Moda Masculina,PROD-0150,110.08,1,110.08,40.33,PE,Entregue,4.0
PED-001869,2023-08-29,15:32,Casa & Decoração,PROD-0426,159.39,1,159.39,30.17,RS,Entregue,4.0
PED-001870,2024-08-10,09:17,Beleza & Saúde,PROD-0327,99.39,1,99.39,19.02,CE,Entregue,4.0
PED-001871,2024-10-27,11:01,Moda Masculina,PROD-0238,78.12,1,78.12,,PI,Entregue,5.0
PED-001872,2023-02-02,15:03,Esporte & Lazer,PROD-0117,155.44,1,155.44,8.11,CE,Entregue,5.0
PED-001873,2024-01-07,23:45,Casa & Decoração,PROD-0136,209.73,1,209.73,28.23,SP,Devolvido,
PED-001874,2023-01-19,07:05,Eletrônicos,PROD-0168,534.09,2,1068.19,41.74,CE,Entregue,5.0
PED-001875,2023-07-10,00:59,Eletrônicos,PROD-0142,514.58,1,514.58,,SE,Entregue,2.0
PED-001876,2023-05-14,17:25,Beleza & Saúde,PROD-0489,50.71,1,50.71,41.17,CE,Entregue,4.0
PED-001877,2023-06-09,09:00,Moda Feminina,PROD-0379,58.17 ,1,58.17,23.6,CE,Cancelado,
PED-001878,2023-09-14,05:48,Moda Feminina,PROD-0364,140.57,1,140.57,28.92,PE,Entregue,4.0
PED-001879,2023-01-12,00:53,Beleza & Saúde,PROD-0214,87.65,1,87.65,11.29,SP,Cancelado,
PED-001880,2023-08-20,11:23,Moda Feminina,PROD-0484,34.93,1,34.93,14.59,PR,Entregue,3.0
PED-001881,2023-01-29,08:11,Beleza & Saúde,PROD-0217,86.48,3,259.43,18.06,PB,Entregue,4.0
PED-001882,2023-01-23,08:37,Moda Feminina,PROD-0042,74.38,2,148.75,22.75,CE,Em trânsito,
PED-001883,2024-11-11,10:02,Eletrônicos,PROD-0347,396.36,1,396.36,32.76,CE,Em trânsito,
PED-001884,2023-12-23,08:07,Eletrônicos,PROD-0442,537.99,2,1075.98,34.15,RJ,Entregue,4.0
PED-001885,2023-09-13,07:06,Eletrônicos,PROD-0257,565.7,1,565.7,33.07,PB,Entregue,3.0
PED-001886,2023-11-16,23:56,Eletrônicos,PROD-0241,527.17,1,527.17,41.92,RJ,Entregue,4.0
PED-001887,2023-09-28,07:57,Infantil,PROD-0278,64.1,2,128.2,31.19,PE,Cancelado,
PED-001888,2023-12-27,13:52,Moda Feminina,PROD-0465,144.34,2,288.68,21.13,SP,Entregue,5.0
PED-001889,2023-04-02,13:24,Moda Feminina,PROD-0341,141.84,1,141.84,39.28,PE,Entregue,4.0
PED-001890,2024-06-18,15:41,Moda Feminina,PROD-0195,125.14,2,250.28,23.81,CE,Cancelado,
PED-001891,2024-01-02,21:27,Moda Masculina,PROD-0067,69.57,2,139.14,16.63,CE,Cancelado,
PED-001892,2024-02-13,16:45,Infantil,PROD-0216,67.39,2,134.78,8.0,RJ,Entregue,5.0
PED-001893,2023-10-14,09:48,Esporte & Lazer,PROD-0163,67.46,1,67.46,44.94,SP,Entregue,3.0
PED-001894,2023-10-26,15:27,Moda Feminina,PROD-0330,15.0,1,15.0,38.72,PI,Entregue,3.0
PED-001895,2024-03-11,20:56,Moda Masculina,PROD-0266,168.15,1,168.15,7.19,PA,Devolvido,
PED-001896,2024-09-03,18:06,Casa & Decoração,PROD-0164,119.71,1,119.71,21.9,SP,Entregue,5.0
PED-001897,2023-05-31,06:48,Eletrônicos,PROD-0139,312.11,1,312.11,35.08,RJ,Devolvido,
PED-001898,2024-08-17,18:00,Eletrônicos,PROD-0110,721.67,1,721.67,32.64,RS,Entregue,2.0
PED-001899,2024-05-02,22:59,Esporte & Lazer,PROD-0007,142.51,1,142.51,35.28,RN,Entregue,5.0
PED-001900,2024-05-23,14:54,Esporte & Lazer,PROD-0193,133.59,1,133.59,23.11,BA,Cancelado,
PED-001901,2023-02-24,07:51,Beleza & Saúde,PROD-0429,95.13,1,95.13,24.54,CE,Entregue,5.0
PED-001902,2024-05-25,10:17,Esporte & Lazer,PROD-0389,182.94,1,182.94,14.94,SP,Em trânsito,
PED-001903,2024-09-09,13:06,Esporte & Lazer,PROD-0360,92.55,1,92.55,37.35,MG,Entregue,2.0
PED-001904,2024-05-10,18:20,Moda Feminina,PROD-0383,190.25,1,190.25,8.3,SE,Entregue,4.0
PED-001905,2023-04-29,14:39,Eletrônicos,PROD-0011,205.06,1,205.06,11.77,MG,Cancelado,
PED-001906,2023-12-02,16:42,Acessórios,PROD-0229,71.14,1,71.14,26.23,CE,Entregue,4.0
PED-001907,2023-06-06,12:32,Moda Feminina,PROD-0326,116.3,1,116.3,22.04,RN,Entregue,4.0
PED-001908,2023-04-08,07:22,Infantil,PROD-0250,40.92,1,40.92,12.1,CE,Devolvido,
PED-001909,2024-06-09,15:57,Casa & Decoração,PROD-0104,72.24,1,72.24,25.09,MG,Devolvido,
PED-001910,2023-04-02,17:09,Acessórios,PROD-0450,52.0,1,52.0,29.11,PR,Cancelado,
PED-001911,2024-07-21,08:52,Infantil,PROD-0002,112.16,1,112.16,10.48,CE,Em trânsito,
PED-001912,2024-12-07,16:13,Casa & Decoração,PROD-0090,185.88,1,185.88,9.93,SP,Devolvido,
PED-001913,2024-12-06,13:07,Acessórios,PROD-0104,75.77,1,75.77,12.55,SP,Em trânsito,
PED-001914,2023-11-20,15:14,Esporte & Lazer,PROD-0078,298.33,1,298.33,17.38,MA,Entregue,5.0
PED-001915,2023-01-13,15:11,Moda Feminina,PROD-0363,149.69,1,149.69,7.62,BA,Em trânsito,
PED-001916,2024-09-23,10:21,Moda Feminina,PROD-0169,97.38,1,97.38,38.88,GO,Entregue,5.0
PED-001917,2023-08-20,21:57,Casa & Decoração,PROD-0410,268.44,1,268.44,24.77,PI,Em trânsito,
PED-001918,2024-12-24,15:25,Moda Masculina,PROD-0233,90.67,1,90.67,28.4,RS,Em trânsito,
PED-001919,2023-06-02,09:46,Casa & Decoração,PROD-0053,127.18,1,127.18,17.82,RJ,Entregue,2.0
PED-001920,2024-11-06,19:04,Moda Masculina,PROD-0191,31.99,1,31.99,18.13,CE,Em trânsito,
PED-001921,2024-11-23,05:55,Moda Masculina,PROD-0088,136.76,1,136.76,40.07,PB,Entregue,5.0
PED-001922,2023-08-05,08:46,Moda Feminina,PROD-0269,177.63,1,177.63,36.41,CE,Entregue,4.0
PED-001923,2023-11-26,19:55,Beleza & Saúde,PROD-0128,86.18,1,86.18,38.35,CE,Entregue,4.0
PED-001924,2024-05-06,01:33,Acessórios,PROD-0116,19.47,1,19.47,11.78,MG,Entregue,4.0
PED-001925,2023-04-25,12:47,Casa & Decoração,PROD-0320,143.12,1,143.12,19.9,CE,Entregue,4.0
PED-001926,2023-08-26,06:28,Beleza & Saúde,PROD-0327,48.89,1,48.89,12.89,SP,Entregue,4.0
PED-001927,2023-10-12,23:28,Infantil,PROD-0129,74.46,1,74.46,7.45,PR,Em trânsito,
PED-001928,2024-08-11,10:10,Eletrônicos,PROD-0452,428.09,1,428.09,39.25,SP,Em trânsito,
PED-001929,2023-01-16,02:58,Moda Masculina,PROD-0052,108.02,1,108.02,27.07,SP,Entregue,5.0
PED-001930,2024-11-14,08:32,Moda Feminina,PROD-0413,73.77,1,73.77,17.88,MG,Entregue,4.0
PED-001931,2023-05-20,17:34,Moda Masculina,PROD-0113,250.7,3,752.1,34.45,RJ,Em trânsito,
PED-001932,2024-04-20,06:23,Eletrônicos,PROD-0396,402.71,1,402.71,6.33,SP,Entregue,3.0
PED-001933,2023-01-17,12:26,Esporte & Lazer,PROD-0036,114.76,1,114.76,27.92,RJ,Entregue,2.0
PED-001934,2024-03-17,16:06,Acessórios,PROD-0106,32.1,1,32.1,14.8,BA,Entregue,1.0
PED-001935,2023-04-27,18:16,Esporte & Lazer,PROD-0109,151.17,1,151.17,30.24,CE,Entregue,4.0
PED-001936,2023-01-29,12:51,Casa & Decoração,PROD-0265,201.43,1,201.43,,CE,Entregue,4.0
PED-001937,2023-05-13,05:09,Beleza & Saúde,PROD-0478,96.46,1,96.46,27.36,SP,Entregue,4.0
PED-001938,2024-05-04,10:23,Infantil,PROD-0428,55.35,1,55.35,42.8,RN,Devolvido,
PED-001939,2023-05-18,14:38,Moda Feminina,PROD-0082,136.94,2,273.87,37.58,PA,Entregue,2.0
PED-001940,2023-02-05,15:30,Casa & Decoração,PROD-0165,342.35,1,342.35,44.01,PE,Entregue,4.0
PED-001941,2023-01-12,20:34,Moda Feminina,PROD-0488,160.45,1,160.45,22.42,BA,Entregue,3.0
PED-001942,2024-12-21,12:47,Esporte & Lazer,PROD-0095,15.0,1,15.0,15.54,MG,Em trânsito,
PED-001943,2023-02-04,22:16,Moda Feminina,PROD-0341,106.96,2,213.92,41.93,PB,Cancelado,
PED-001944,2023-11-30,12:51,Acessórios,PROD-0256,67.73 ,1,67.73,20.74,CE,Entregue,2.0
PED-001945,2023-11-20,15:38,Esporte & Lazer,PROD-0378,207.55,2,415.09,6.33,CE,Entregue,4.0
PED-001946,2024-10-06,14:24,Casa & Decoração,PROD-0222,196.32 ,1,196.32,15.87,CE,Entregue,5.0
PED-001947,2024-01-03,11:16,Moda Feminina,PROD-0184,158.77,1,158.77,15.19,CE,Devolvido,
PED-001948,2023-09-15,15:24,Casa & Decoração,PROD-0185,216.68,1,216.68,19.04,CE,Em trânsito,
PED-001949,2024-02-21,02:57,Casa & Decoração,PROD-0043,251.11,1,251.11,21.88,BA,Em trânsito,
PED-001950,2023-07-17,14:44,Eletrônicos,PROD-0406,310.42,1,310.42,40.7,SP,Entregue,3.0
PED-001951,2024-01-29,11:43,Esporte & Lazer,PROD-0482,148.69,1,148.69,9.35,CE,Entregue,4.0
PED-001952,2023-01-23,12:53,Infantil,PROD-0247,59.26,1,59.26,32.35,CE,Entregue,5.0
PED-001953,2024-05-10,19:46,Esporte & Lazer,PROD-0398,236.9,1,236.9,40.71,MA,Entregue,5.0
PED-001954,2023-06-10,16:07,Casa & Decoração,PROD-0193,62.44,1,62.44,17.29,RJ,Cancelado,
PED-001955,2023-04-13,12:16,Infantil,PROD-0483,65.59,1,65.59,17.33,SP,Entregue,3.0
PED-001956,2024-11-11,14:11,Casa & Decoração,PROD-0140,163.77,2,327.54,30.31,RS,Entregue,5.0
PED-001957,2024-11-30,16:49,Eletrônicos,PROD-0048,493.02,1,493.02,44.17,PA,Cancelado,
PED-001958,2023-09-30,20:19,Acessórios,PROD-0339,47.19,1,47.19,5.2,PI,Entregue,1.0
PED-001959,2023-11-13,12:54,Beleza & Saúde,PROD-0380,98.67,3,296.02,16.57,MG,Entregue,5.0
PED-001960,2024-05-30,13:01,Casa & Decoração,PROD-0345,164.74,1,164.74,31.64,RJ,Devolvido,
PED-001961,2024-05-03,12:16,Infantil,PROD-0289,102.15,1,102.15,19.02,RJ,Entregue,5.0
PED-001962,2023-04-13,19:29,Moda Feminina,PROD-0223,176.81,1,176.81,17.26,CE,Em trânsito,
PED-001963,2024-04-13,12:44,Acessórios,PROD-0430,56.47,1,56.47,11.55,RS,Entregue,5.0
PED-001964,2023-09-17,08:36,Esporte & Lazer,PROD-0255,152.24,1,152.24,39.59,BA,Devolvido,
PED-001965,2023-01-16,14:22,Eletrônicos,PROD-0109,412.54,1,412.54,34.35,GO,Devolvido,
PED-001966,2024-08-28,15:52,Acessórios,PROD-0247,70.87,1,70.87,24.1,RJ,Entregue,5.0
PED-001967,2023-04-24,10:22,Beleza & Saúde,PROD-0384,15.0,1,15.0,44.84,GO,Cancelado,
PED-001968,2023-01-19,16:23,Eletrônicos,PROD-0355,531.69,1,531.69,36.37,SP,Entregue,5.0
PED-001969,2024-09-29,19:20,Eletrônicos,PROD-0383,59.24,1,59.24,15.68,SP,Entregue,5.0
PED-001970,2024-07-16,10:21,Esporte & Lazer,PROD-0482,346.02,1,346.02,42.69,PE,Devolvido,
PED-001971,2024-11-20,12:15,Beleza & Saúde,PROD-0290,82.53,2,165.06,6.06,PE,Cancelado,
PED-001972,2023-12-16,21:49,Moda Feminina,PROD-0321,119.31,1,119.31,10.23,RJ,Em trânsito,
PED-001973,2024-12-24,16:09,Eletrônicos,PROD-0377,275.79,1,275.79,39.53,MG,Entregue,5.0
PED-001974,2024-10-22,22:52,Eletrônicos,PROD-0238,122.22,2,244.43,12.5,CE,Entregue,5.0
PED-001975,2024-03-21,16:19,Moda Masculina,PROD-0029,217.03,2,434.06,19.41,CE,Entregue,3.0
PED-001976,2024-05-08,15:25,Beleza & Saúde,PROD-0240,55.53,1,55.53,39.83,RJ,Em trânsito,
PED-001977,2024-11-28,14:08,Moda Masculina,PROD-0220,227.28,1,227.28,42.79,CE,Entregue,4.0
PED-001978,2024-08-18,11:54,Beleza & Saúde,PROD-0311,78.38,1,78.38,8.96,RJ,Entregue,4.0
PED-001979,2023-03-17,11:39,Eletrônicos,PROD-0111,379.53,1,379.53,7.53,CE,Entregue,1.0
PED-001980,2023-11-12,18:37,Moda Feminina,PROD-0222,101.23,1,101.23,38.25,CE,Entregue,3.0
PED-001981,2024-08-10,19:11,Beleza & Saúde,PROD-0328,72.05,1,72.05,31.91,SP,Devolvido,
PED-001982,2023-12-27,20:39,Moda Feminina,PROD-0127,179.66,1,179.66,15.51,BA,Entregue,4.0
PED-001983,2023-03-11,23:34,Moda Feminina,PROD-0050,102.67,1,102.67,28.6,RJ,Cancelado,
PED-001984,2023-03-26,15:01,Beleza & Saúde,PROD-0198,71.65,1,71.65,29.11,PR,Entregue,5.0
PED-001985,2024-03-18,16:41,Casa & Decoração,PROD-0442,36.3,2,72.59,19.29,CE,Entregue,5.0
PED-001986,2024-11-23,17:18,Infantil,PROD-0157,53.07 ,1,53.07,24.17,MG,Entregue,4.0
PED-001987,2024-10-04,14:49,Eletrônicos,PROD-0070,956.27,1,956.27,24.0,PA,Em trânsito,
PED-001988,2024-12-01,18:29,Casa & Decoração,PROD-0431,213.77,1,213.77,6.86,PR,Cancelado,
PED-001989,2023-12-04,11:10,Eletrônicos,PROD-0126,668.31,1,668.31,33.12,BA,Entregue,5.0
PED-001990,2024-12-08,13:25,Acessórios,PROD-0124,97.86,1,97.86,28.57,PA,Em trânsito,
PED-001991,2024-06-06,19:33,Casa & Decoração,PROD-0260,80.8,2,161.59,22.7,SP,Devolvido,
PED-001992,2024-05-14,13:31,Beleza & Saúde,PROD-0361,47.81,1,47.81,22.72,SP,Entregue,4.0
PED-001993,2023-06-19,15:55,Casa & Decoração,PROD-0039,141.02,1,141.02,24.44,PR,Cancelado,
PED-001994,2024-11-12,14:09,Moda Feminina,PROD-0036,203.94,1,203.94,9.09,CE,Entregue,4.0
PED-001995,2023-05-18,15:51,Moda Masculina,PROD-0271,150.19,2,300.39,19.58,RS,Devolvido,
PED-001996,2023-04-13,10:25,Moda Masculina,PROD-0339,170.41,1,170.41,41.11,SP,Entregue,4.0
PED-001997,2023-03-23,03:07,Esporte & Lazer,PROD-0356,126.91,1,126.91,24.09,MG,Entregue,5.0
PED-001998,2023-02-17,16:45,Moda Feminina,PROD-0185,157.99,1,157.99,43.04,PE,Entregue,2.0
PED-001999,2024-02-29,21:51,Eletrônicos,PROD-0110,483.5,2,967.0,13.52,CE,Em trânsito,
PED-002000,2023-08-30,18:30,Beleza & Saúde,PROD-0149,93.73,1,93.73,40.25,PE,Entregue,2.0
PED-002001,2024-08-02,09:10,Moda Feminina,PROD-0134,30.93,2,61.86,32.09,PR,Entregue,5.0
PED-002002,2023-01-16,22:26,Moda Feminina,PROD-0028,90.06,1,90.06,42.06,MG,Devolvido,
PED-002003,2023-06-25,20:20,Infantil,PROD-0425,85.7,1,85.7,8.34,PB,Entregue,5.0
PED-002004,2024-07-24,16:01,Acessórios,PROD-0125,81.75,1,81.75,17.63,CE,Entregue,2.0
PED-002005,2023-03-13,16:36,Acessórios,PROD-0494,112.11,2,224.22,7.32,BA,Devolvido,
PED-002006,2023-06-04,13:38,Beleza & Saúde,PROD-0254,36.71,1,36.71,44.25,PR,Entregue,5.0
PED-002007,2024-05-11,15:26,Moda Feminina,PROD-0429,198.79,1,198.79,19.0,SP,Entregue,4.0
PED-002008,2023-10-07,08:19,Eletrônicos,PROD-0213,269.61,1,269.61,32.69,SP,Entregue,5.0
PED-002009,2023-04-23,17:48,Eletrônicos,PROD-0060,664.74,1,664.74,9.37,GO,Em trânsito,
PED-002010,2023-11-04,14:52,Beleza & Saúde,PROD-0344,44.06,1,44.06,27.7,SP,Entregue,5.0
PED-002011,2023-12-05,11:31,Moda Feminina,PROD-0135,59.55,2,119.11,40.5,CE,Cancelado,
PED-002012,2023-10-05,17:05,Infantil,PROD-0393,92.31,1,92.31,41.97,PI,Entregue,5.0
PED-002013,2023-05-29,17:31,Beleza & Saúde,PROD-0225,31.81,2,63.63,9.95,CE,Entregue,4.0
PED-002014,2024-11-16,14:26,Acessórios,PROD-0228,51.01,1,51.01,42.89,MA,Entregue,5.0
PED-002015,2023-02-14,10:16,Moda Feminina,PROD-0276,107.88,1,107.88,20.29,PA,Entregue,4.0
PED-002016,2023-03-22,12:00,Moda Feminina,PROD-0079,99.42,2,198.85,28.07,MG,Entregue,4.0
PED-002017,2024-11-18,21:38,Esporte & Lazer,PROD-0444,88.63,1,88.63,15.06,RS,Cancelado,
PED-002018,2024-04-15,17:20,Moda Feminina,PROD-0179,169.47,1,169.47,,PR,Entregue,5.0
PED-002019,2023-04-24,16:34,Infantil,PROD-0224,51.33,1,51.33,19.5,CE,Entregue,5.0
PED-002020,2023-04-16,14:27,Infantil,PROD-0353,102.89,1,102.89,24.52,RJ,Devolvido,
PED-002021,2023-04-05,15:10,Beleza & Saúde,PROD-0304,81.65,2,163.3,43.03,CE,Entregue,3.0
PED-002022,2023-06-04,07:10,Eletrônicos,PROD-0101,298.44,1,298.44,26.39,CE,Em trânsito,
PED-002023,2024-03-08,21:29,Infantil,PROD-0177,61.01 ,1,61.01,,SP,Entregue,3.0
PED-002024,2024-08-30,15:17,Beleza & Saúde,PROD-0434,17.09,1,17.09,28.64,PE,Devolvido,
PED-002025,2024-06-30,23:34,Moda Feminina,PROD-0050,126.66,1,126.66,13.65,CE,Entregue,2.0
PED-002026,2023-01-15,19:34,Moda Feminina,PROD-0448,76.57,2,153.14,39.0,SP,Entregue,5.0
PED-002027,2024-10-26,08:03,Esporte & Lazer,PROD-0454,181.47,2,362.93,29.76,SP,Cancelado,
PED-002028,2024-09-29,07:07,Eletrônicos,PROD-0078,514.44,1,514.44,33.21,PI,Devolvido,
PED-002029,2024-08-09,12:51,Acessórios,PROD-0442,21.15,1,21.15,19.39,MG,Entregue,3.0
PED-002030,2024-01-20,14:12,Infantil,PROD-0024,134.29,1,134.29,16.04,PR,Entregue,4.0
PED-002031,2024-07-16,23:58,Moda Feminina,PROD-0422,171.28,2,342.57,37.78,BA,Em trânsito,
PED-002032,2024-10-27,19:31,Infantil,PROD-0061,94.45,1,94.45,16.5,PR,Entregue,5.0
PED-002033,2023-02-27,22:40,Moda Feminina,PROD-0405,64.04,3,192.12,35.21,SP,Entregue,5.0
PED-002034,2024-07-31,09:01,Beleza & Saúde,PROD-0366,70.44,1,70.44,38.46,SP,Cancelado,
PED-002035,2024-02-29,00:34,Casa & Decoração,PROD-0003,84.52,1,84.52,29.95,GO,Entregue,4.0
PED-002036,2023-10-19,10:56,Casa & Decoração,PROD-0421,79.0,2,158.0,34.9,CE,Cancelado,
PED-002037,2023-09-06,06:30,Moda Feminina,PROD-0059,109.69,2,219.38,15.52,RJ,Devolvido,
PED-002038,2023-07-12,00:49,Moda Feminina,PROD-0487,118.05,1,118.05,26.82,RN,Entregue,5.0
PED-002039,2023-12-02,20:21,Moda Masculina,PROD-0082,50.0,1,50.0,5.97,CE,Entregue,4.0
PED-002040,2024-06-06,08:20,Beleza & Saúde,PROD-0072,65.55,1,65.55,19.82,RJ,Entregue,3.0
PED-002041,2024-07-03,11:20,Beleza & Saúde,PROD-0262,101.21,1,101.21,22.51,PI,Entregue,2.0
PED-002042,2024-04-30,16:49,Eletrônicos,PROD-0045,557.99,1,557.99,30.4,PA,Entregue,5.0
PED-002043,2024-06-09,03:47,Moda Feminina,PROD-0022,207.74,2,415.47,30.28,SP,Entregue,4.0
PED-002044,2023-10-09,17:23,Moda Feminina,PROD-0243,210.17,1,210.17,35.87,RJ,Entregue,3.0
PED-002045,2024-02-21,16:09,Beleza & Saúde,PROD-0104,15.68,1,15.68,38.49,SP,Entregue,4.0
PED-002046,2023-02-13,14:09,Esporte & Lazer,PROD-0212,109.95,1,109.95,7.05,CE,Entregue,4.0
PED-002047,2023-07-23,12:02,Eletrônicos,PROD-0045,617.14,1,617.14,16.88,CE,Entregue,5.0
PED-002048,2023-05-21,15:34,Acessórios,PROD-0148,19.12,1,19.12,20.57,CE,Devolvido,
PED-002049,2023-07-14,12:13,Acessórios,PROD-0306,56.5,1,56.5,32.72,SP,Cancelado,
PED-002050,2023-10-14,11:26,Casa & Decoração,PROD-0470,168.58,1,168.58,44.69,CE,Cancelado,
PED-002051,2023-10-28,12:14,Beleza & Saúde,PROD-0400,107.17,1,107.17,40.1,RN,Em trânsito,
PED-002052,2023-08-22,10:43,Beleza & Saúde,PROD-0417,101.85,1,101.85,13.41,CE,Entregue,5.0
PED-002053,2023-08-16,16:33,Casa & Decoração,PROD-0372,158.22,1,158.22,6.08,CE,Cancelado,
PED-002054,2024-11-05,08:01,Moda Masculina,PROD-0220,99.63,1,99.63,,CE,Devolvido,
PED-002055,2024-06-11,11:02,Beleza & Saúde,PROD-0311,39.91,1,39.91,,PE,Em trânsito,
PED-002056,2024-03-04,21:12,Eletrônicos,PROD-0030,639.7,1,639.7,12.74,CE,Em trânsito,
PED-002057,2024-07-22,17:09,Moda Masculina,PROD-0324,214.21,1,214.21,25.0,MA,Entregue,4.0
PED-002058,2024-12-04,13:06,Casa & Decoração,PROD-0449,223.8,1,223.8,31.41,RN,Entregue,4.0
PED-002059,2024-11-02,18:26,Beleza & Saúde,PROD-0294,15.0,1,15.0,26.78,RJ,Entregue,5.0
PED-002060,2024-02-01,01:24,Beleza & Saúde,PROD-0302,64.09,2,128.17,11.39,PI,Entregue,5.0
PED-002061,2023-02-18,11:55,Moda Feminina,PROD-0347,98.0,1,98.0,36.05,CE,Entregue,4.0
PED-002062,2024-04-05,15:10,Casa & Decoração,PROD-0227,131.29,1,131.29,44.74,CE,Em trânsito,
PED-002063,2023-01-09,09:02,Casa & Decoração,PROD-0133,188.38,1,188.38,40.4,MG,Cancelado,
PED-002064,2023-09-21,20:29,Casa & Decoração,PROD-0099,328.0,2,656.0,26.36,CE,Entregue,5.0
PED-002065,2023-09-19,12:50,Eletrônicos,PROD-0052,307.33,1,307.33,7.4,SP,Devolvido,
PED-002066,2023-08-10,06:32,Esporte & Lazer,PROD-0164,30.26,1,30.26,16.91,RJ,Devolvido,
PED-002067,2024-10-17,15:36,Eletrônicos,PROD-0269,456.85,1,456.85,13.47,PE,Entregue,5.0
PED-002068,2023-06-27,20:41,Beleza & Saúde,PROD-0215,86.99,2,173.98,9.28,PE,Em trânsito,
PED-002069,2024-06-22,14:01,Moda Masculina,PROD-0103,75.13,1,75.13,34.36,PI,Entregue,3.0
PED-002070,2023-03-21,10:10,Acessórios,PROD-0071,111.65,1,111.65,20.51,CE,Cancelado,
PED-002071,2023-10-04,13:38,Moda Masculina,PROD-0020,152.68,1,152.68,33.9,PA,Entregue,4.0
PED-002072,2023-12-27,15:39,Eletrônicos,PROD-0226,791.64,1,791.64,41.86,RJ,Entregue,5.0
PED-002073,2024-06-17,10:58,Eletrônicos,PROD-0072,464.18,1,464.18,43.82,PI,Devolvido,
PED-002074,2023-04-30,15:44,Eletrônicos,PROD-0162,288.91,2,577.83,30.25,PE,Cancelado,
PED-002075,2023-12-18,16:19,Moda Feminina,PROD-0238,131.58,1,131.58,7.19,SP,Entregue,4.0
PED-002076,2023-06-15,08:45,Eletrônicos,PROD-0134,272.74,1,272.74,44.56,BA,Entregue,2.0
PED-002077,2023-04-17,09:10,Eletrônicos,PROD-0412,469.18,1,469.18,29.65,RN,Entregue,5.0
PED-002078,2023-07-27,18:42,Beleza & Saúde,PROD-0130,112.54,1,112.54,30.88,MG,Cancelado,
PED-002079,2024-03-09,15:47,Eletrônicos,PROD-0255,852.78,1,852.78,21.06,MG,Cancelado,
PED-002080,2023-10-03,15:03,Casa & Decoração,PROD-0297,58.31,1,58.31,38.3,SP,Entregue,5.0
PED-002081,2023-06-14,12:30,Moda Masculina,PROD-0147,140.89,1,140.89,21.5,SP,Entregue,5.0
PED-002082,2024-02-04,15:02,Casa & Decoração,PROD-0004,183.82,1,183.82,39.29,RJ,Entregue,4.0
PED-002083,2023-02-18,15:27,Eletrônicos,PROD-0028,317.3,1,317.3,14.94,GO,Entregue,5.0
PED-002084,2023-04-09,13:33,Infantil,PROD-0442,72.48,1,72.48,34.09,GO,Em trânsito,
PED-002085,2024-10-28,16:51,Beleza & Saúde,PROD-0423,56.48,1,56.48,32.46,PI,Em trânsito,
PED-002086,2023-07-22,06:49,Acessórios,PROD-0397,100.9,1,100.9,19.94,CE,Devolvido,
PED-002087,2024-02-14,14:06,Moda Feminina,PROD-0048,69.56,1,69.56,37.55,RJ,Entregue,5.0
PED-002088,2023-08-07,16:16,Moda Feminina,PROD-0235,68.15 ,1,68.15,12.05,CE,Entregue,4.0
PED-002089,2024-03-06,20:16,Moda Masculina,PROD-0469,88.31,1,88.31,,GO,Entregue,5.0
PED-002090,2023-12-31,06:20,Acessórios,PROD-0008,27.62,2,55.24,44.84,SP,Entregue,2.0
PED-002091,2023-06-10,13:44,Casa & Decoração,PROD-0307,153.29,3,459.86,18.73,SP,Em trânsito,
PED-002092,2024-10-16,20:31,Infantil,PROD-0177,15.0,1,15.0,7.79,MG,Entregue,3.0
PED-002093,2023-11-27,08:50,Acessórios,PROD-0374,67.75,1,67.75,42.66,PA,Entregue,4.0
PED-002094,2023-08-25,02:42,Moda Masculina,PROD-0143,119.67,1,119.67,23.32,PB,Em trânsito,
PED-002095,2023-10-29,15:18,Moda Masculina,PROD-0486,229.5,1,229.5,26.01,RS,Em trânsito,
PED-002096,2024-05-25,16:46,Moda Masculina,PROD-0067,137.54,1,137.54,42.72,PE,Em trânsito,
PED-002097,2023-09-26,15:48,Eletrônicos,PROD-0289,375.26,2,750.52,16.83,SP,Entregue,5.0
PED-002098,2023-01-11,12:40,Infantil,PROD-0150,75.9,1,75.9,22.69,PE,Entregue,4.0
PED-002099,2023-10-26,22:39,Casa & Decoração,PROD-0183,201.16,1,201.16,10.07,MG,Entregue,2.0
PED-002100,2024-06-02,11:38,Eletrônicos,PROD-0001,625.77,3,1877.3,28.69,RS,Entregue,4.0
PED-002101,2023-12-17,15:30,Casa & Decoração,PROD-0180,99.67 ,1,99.67,32.14,MG,Entregue,3.0
PED-002102,2024-01-23,11:07,Esporte & Lazer,PROD-0367,286.86,1,286.86,16.01,SE,Entregue,5.0
PED-002103,2024-04-23,16:32,Beleza & Saúde,PROD-0150,72.92,1,72.92,29.41,RJ,Cancelado,
